"logFC","AveExpr","t","P.Value","adj.P.Val"
0.810586167121026,3.84409247736039,4.35586925591976,1.08142882692894e-05,0.000615683736196168
1.01261770334294,-0.465094158344336,4.3356882038949,1.17575179054172e-05,0.000663407450029322
1.42841895006404,5.49105275300951,4.3143101211487,1.28425767201693e-05,0.000721410342960976
0.765250315110853,3.72872443487648,4.31276333995148,1.29247021150242e-05,0.000722811106335356
1.46378398969191,9.23226649259839,4.29158104857609,1.41012705152231e-05,0.000785136379039227
0.943067733593187,2.06751200022141,4.2833643722007,1.45847379600206e-05,0.000804962895531443
0.962006545762764,5.36174301575448,4.26224228060131,1.59015224206077e-05,0.00087004044101325
1.55456579709147,8.89208024846462,4.25409801391223,1.64390538191178e-05,0.000895574143188923
1.15895936912178,-2.45777006205517,4.24369273134385,1.71511621471908e-05,0.000930358533812636
0.923141700367395,6.6589569341089,4.21809901036529,1.90305329583183e-05,0.00101061725235372
0.809443184127859,6.24219202288074,4.21493493102806,1.92761186004658e-05,0.00101937599577944
1.20481711284937,5.42113853494497,4.21183511870353,1.95196542616609e-05,0.00102795379255472
0.892715767633316,3.41152659821255,4.2030500976761,2.02259403135397e-05,0.00106072887810302
0.745843209325972,7.30451600304192,4.15063725807447,2.49751907795632e-05,0.00126493836132659
1.45029643378773,8.55700845181198,4.13707472455282,2.63677156394429e-05,0.00132773529070486
1.03925470681755,-0.113729500617712,4.11878478697223,2.83634336833612e-05,0.00141693849139922
0.758678214417043,3.44832746590729,4.11430097024406,2.88742575134016e-05,0.00143114408122307
0.874970669676978,1.19960188892929,4.10995439039054,2.93778209337371e-05,0.00145041515149025
1.20096095043033,-1.33231392909382,4.10249332634549,3.02618068167724e-05,0.00148247665254723
1.0202203235302,-0.341886977426643,4.08381235983855,3.25878293111997e-05,0.00157205181169562
1.27267383683564,1.07004209258557,4.06379725004107,3.52688557425486e-05,0.0016851160449606
0.843247529156293,4.3573294724277,4.04328179175034,3.82344609989379e-05,0.00181671185175029
0.98219822334476,-1.02259110731023,4.03620713853264,3.93111501289642e-05,0.00185393144208947
1.10422188643242,-1.67572661045431,4.0312279278517,4.00861903497961e-05,0.00188345486926049
1.19970921388678,-1.66945486871979,4.01751048348766,4.22973912298144e-05,0.0019726816522274
0.806236992031887,4.1674607954991,4.01375931075042,4.29220044193911e-05,0.00199445299212016
0.850074303662455,2.4739656877977,3.98645877141177,4.77397168129391e-05,0.00218234560428205
0.696862092763399,4.16032944825028,3.98597843534192,4.78289209894871e-05,0.00218234560428205
0.941336495915403,1.48474528963171,3.97654248164528,4.96137911042273e-05,0.00225564282649759
0.886546234163706,4.68565189286883,3.96795362856418,5.12933685329366e-05,0.00232364474870174
0.773632799348623,1.58977512822163,3.9588611536026,5.31303059350152e-05,0.00239826405968806
0.854049922792892,2.59991073367953,3.95104440173853,5.4759362793242e-05,0.00246300208663269
1.08310631715766,-0.428780220064367,3.94186000190322,5.67341368937928e-05,0.00254277573120797
0.743220000087154,2.85263302641916,3.90332916814063,6.57808964288988e-05,0.00288682204848907
0.931642872789943,1.46522607773744,3.89210724902706,6.86633005095566e-05,0.00298225242316249
0.784737161464589,1.35721444669381,3.88995567919796,6.92294700184803e-05,0.00299654545056018
0.9728580962533,2.05681566240547,3.87791095440117,7.2481695405574e-05,0.00311597329330289
0.951320761732604,3.66717817009155,3.87600356191867,7.30098303587723e-05,0.00312803812171025
0.725484895819812,1.90455305272711,3.86638444611928,7.5729370029669e-05,0.0032335929317736
1.12580449128292,-2.71397062140042,3.86051938259999,7.74344321856788e-05,0.00328420734360669
0.78763649363312,4.88446664293736,3.82983693782375,8.69641590010866e-05,0.00362752477100572
1.09386671051045,5.79317998318922,3.80706314054482,9.47453429925777e-05,0.00391335421595814
0.712720592286566,3.50539964928339,3.79611743898312,9.87156679843358e-05,0.00402812048710158
0.740590468842895,4.9767527200243,3.77268500481392,0.000107751247847323,0.0043510160432662
0.686761732010769,4.27044253991389,3.76801544733035,0.000109642980282549,0.00439794895420619
0.866288440892785,2.54106654894993,3.76568565043982,0.000110598538369152,0.00440963699194862
0.817394467485121,1.92522506318696,3.75311500893255,0.000115891776950218,0.00460615147444595
0.787918906635519,5.82626041259366,3.74774867487781,0.000118223643436595,0.00466946446685974
0.769281331978656,3.47213824191113,3.72380937282713,0.000129177186798006,0.0050547073186997
0.798718989897793,3.43760914369067,3.69459450029194,0.000143845022944556,0.00557686271471241
1.01371054556727,7.77975649911612,3.68169891043524,0.000150807821627448,0.00577593956833128
0.752828780167197,1.90586369933537,3.67537323741935,0.00015433844103601,0.00587555288028353
