"","PC1_GE","PC2_GE","Sample","lib.size","norm.factors","ID","rna_lib_type","rna_batch","pair","mother","sex","date_birth","remark","year","group","sample_collection_date","sample_collection_Dec_days","delta_days_samples","age_days","tissue","colony","life_history_stage","WBCin10_total","WBCin10_Neutro","WBCin10_Eo","WBCin10_Baso","WBCin10_Lympho","WBCin10_Mono","Diff_Neutro","Diff_Eo","Diff_Baso","Diff_Lympho","Diff_Mono","TimeTo100","WBC_ratio","WBC_ratio_log","PC1","PC2","PC3","PC4","PC5"
"11",-40.5600083318657,53.1405163275323,"C18_FWB_pup_end_2018B",31953589.0098181,1.17005326313753,"C18","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F18_C18","F18","F",NA,"not sure about delta days","2018_2019","2","11-02-2019",73,53,"56","blood","FWB","Pup","5","1","0","0","2","2",58,6,0,24,12,"20",3.16666666666667,1.15267950993839,-0.0249819726361243,-0.0445657017295909,-0.0351704916489411,-0.0229896984766423,0.00449092035583114
"12",36.3474545458165,-33.5811591770765,"C19_FWB_pup_start_2018B",27696566.0695207,1.1263506187049,"C19","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F19_C19","F19","F",NA,NA,"2018_2019","1","20-12-2018",20,0,"2to5","blood","FWB","Pup","2","0","0","0","2","0",13,1,0,80,6,"37",0.25,-1.38629436111989,-0.0291379860806858,0.0118671415037007,-0.0206139048531018,0.0174890052441248,0.0468373058360326
"13",-10.9161070656103,22.0648621347283,"C19_FWB_pup_end_2018B",8021022.94129344,0.864387968718739,"C19","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F19_C19","F19","F",NA,"not sure about delta days","2018_2019","2","05-02-2019",67,47,"50","blood","FWB","Pup","4","1","0","0","3","0",31,7,2,53,7,"26",0.886792452830189,-0.120144311842063,-0.0291379860806858,0.0118671415037007,-0.0206139048531018,0.0174890052441248,0.0468373058360326
"14",74.8205566250672,-64.4790297313271,"C21_FWB_pup_start_2018",11482968.0784298,0.995708192949049,"C21","BGISEQ-500 Transcriptome","F20FTSEUHT0820_ARCbfrE","F21_C21","F21","M",NA,NA,"2018_2019","1","21-12-2018",21,0,"2to5","blood","FWB","Pup","1","0","0","0","1","0",31,8,0,58,3,"36",0.724137931034483,-0.322773392263051,-0.0239281592126235,-0.0151472677829549,0.0340506567020378,0.000538533684670413,-0.00891115138314498
"15",-36.6954665598966,-20.1350945107108,"C24_FWB_pup_start_2018B",30158548.3303977,1.10778682805231,"C24","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F24_C24","F24","M",NA,NA,"2018_2019","1","21-12-2018",21,0,"2to5","blood","FWB","Pup","3","2","0","0","1","0",31,14,0,46,9,"25",1.17391304347826,0.160342650075179,-0.0118730293721497,0.00405705957526139,-0.0114622474733074,-0.0124063024546997,-0.010617369073381
"16",-117.814225402136,13.0473374141605,"C24_FWB_pup_end_2018B",20914490.809852,0.90894927742975,"C24","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F24_C24","F24","M",NA,"not sure about delta days","2018_2019","2","17-02-2019",79,58,"61","blood","FWB","Pup","11","4","3","0","1","3",55,13,4,17,11,"13",4.88235294117647,1.58562726374038,-0.0118730293721497,0.00405705957526139,-0.0114622474733074,-0.0124063024546997,-0.010617369073381
"17",-71.628451635739,61.4921137078174,"C5_FWB_pup_start_2018B",16022472.9784813,0.985293873202958,"C5","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCutzE","F5_C5","F5","M",NA,NA,"2018_2019","1","14-12-2018",14,0,"2to5","blood","FWB","Pup","18","0","0","0","18","0",6,2,0,92,0,"10",0.0869565217391304,-2.4423470353692,-0.0124477435808338,0.112904530073752,0.139280463616064,0.165636169082833,-0.0475268806610979
"18",-20.6513762015461,57.2090697377658,"C5_FWB_pup_end_2018B",16849955.8609979,1.11411502425247,"C5","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCuueE","F5_C5","F5","M",NA,"not sure about delta days","2018_2019","2","09-02-2019",71,57,"60","blood","FWB","Pup","1","0","0","0","1","0",10,0,3,87,0,"200",0.149425287356322,-1.90095876119305,-0.0124477435808338,0.112904530073752,0.139280463616064,0.165636169082833,-0.0475268806610979
"19",54.6103832386432,-17.6100653536274,"C6_FWB_pup_start_2018B",25908766.361214,1.17639298154048,"C6","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F6_C6","F6","F",NA,NA,"2018_2019","1","15-12-2018",15,0,"2to5","blood","FWB","Pup","3","1","0","0","2","0",18,9,0,69,4,"32",0.449275362318841,-0.800119300112113,-0.0028163744137063,0.00809114353553938,-0.00807831853722385,-0.032706547076901,-0.0320142412056517
"20",32.4436208571434,20.4985626667453,"C6_FWB_pup_end_2018B",30044033.416216,1.26332940606293,"C6","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F6_C6","F6","F",NA,"not sure about delta days","2018_2019","2","06-02-2019",68,53,"56","blood","FWB","Pup","5","2","1","0","0","2",30,5,0,58,7,"90",0.724137931034483,-0.322773392263051,-0.0028163744137063,0.00809114353553938,-0.00807831853722385,-0.032706547076901,-0.0320142412056517
"21",-60.4366480849819,-62.0632719497967,"C7_FWB_pup_start_2018B",31935402.974788,0.904194191988272,"C7","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F7_C7","F7","M",NA,"not sure about age","2018_2019","1","17-12-2018",17,0,"2to5","blood","FWB","Pup","1","0","0","1","0","0",0,10,3,82,5,"86",0.219512195121951,-1.51634748936809,-0.0150269830753783,-0.0393306389747797,-0.00440458719236856,-0.00908580698612509,0.0254849698664303
"22",40.6374855633615,47.5648505262724,"C7_FWB_pup_end_2018B",20360652.5548882,1.20389953585299,"C7","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F7_C7","F7","M",NA,"not sure about age","2018_2019","2","16-02-2019",78,61,"64","blood","FWB","Pup","4","1","0","0","3","0",34,13,2,48,3,"40",1.08333333333333,0.0800427076735364,-0.0150269830753783,-0.0393306389747797,-0.00440458719236856,-0.00908580698612509,0.0254849698664303
"23",-26.7840399223291,-1.74917821539139,"C8_FWB_pup_start_2018B",13826993.1490199,0.89760572871579,"C8","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F8_C8","F8","M",NA,NA,"2018_2019","1","17-12-2018",17,0,"2to5","blood","FWB","Pup","2","0","0","0","2","0",25,2,0,71,2,"50",0.408450704225352,-0.895384047054841,-0.0384497100251171,-0.0186673715279982,0.0116780335454558,0.00459860426763326,0.0123927324216596
"24",-91.5520123257434,62.9172917071675,"C8_FWB_pup_end_2018B",20147762.3944172,1.09790140988978,"C8","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCutzE","F8_C8","F8","M",NA,"not sure about delta days","2018_2019","2","07-02-2019",69,52,"55","blood","FWB","Pup","3","1","0","0","2","0",27,3,1,61,8,"47",0.639344262295082,-0.447312218043665,-0.0384497100251171,-0.0186673715279982,0.0116780335454558,0.00459860426763326,0.0123927324216596
"25",2.72012192675405,0.402718412053922,"C9_FWB_pup_start_2018B",11605594.5706166,1.02821459761889,"C9","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F9_C9","F9","M",NA,NA,"2018_2019","1","17-12-2018",17,0,"2to5","blood","FWB","Pup","3","1","0","0","2","0",14,5,1,76,4,"52",0.315789473684211,-1.15267950993839,-0.00624955786521123,0.00315373246406041,0.00908394835677658,-0.0337902862626972,0.0180293826781763
"26",-45.186705364069,72.2578206934918,"C9_FWB_pup_end_2018B",7643041.47661679,0.702361723865444,"C9","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F9_C9","F9","M",NA,"not sure about delta days","2018_2019","2","06-02-2019",68,51,"54","blood","FWB","Pup","11","2","0","0","9","0",16,2,0,81,1,"14",0.234567901234568,-1.450010175506,-0.00624955786521123,0.00315373246406041,0.00908394835677658,-0.0337902862626972,0.0180293826781763
"27",82.740924508913,-25.7069587819396,"H13_SSB_pup_start_2018B",28787092.6149385,1.29083510700474,"H13","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","S14_H13","S14","M","10-12-2018",NA,"2018_2019","1","12-12-2018",12,0,"2","blood","SSB","Pup","3","3","0","0","0","0",50,10,0,30,10,"25",2.33333333333333,0.847297860387204,0.00797704566042139,0.0771329667467886,-0.0325613059020977,0.0221853353735846,0.0300513453854474
"28",-17.7534982370992,38.660215928358,"H13_SSB_pup_end_2018B",19342071.6955811,1.0342326160137,"H13","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCuueE","S14_H13","S14","M","10-12-2018",NA,"2018_2019","2","08-02-2019",70,58,"60","blood","SSB","Pup","4","1","0","0","3","0",40,6,1,42,11,"18",1.38095238095238,0.322773392263051,0.00797704566042139,0.0771329667467886,-0.0325613059020977,0.0221853353735846,0.0300513453854474
"29",-69.9903446810572,20.0815020445854,"H14_SSB_pup_start_2018B",14825123.2889703,0.765518805346096,"H14","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","S15_H14","S15","M","11-12-2018",NA,"2018_2019","1","13-12-2018",13,0,"2","blood","SSB","Pup","2","0","0","0","2","0",10,0,0,86,4,"17",0.162790697674419,-1.81528996663825,0.352061657610636,-0.042269049132489,-0.0157257222962752,0.0380748205154813,-0.0177719471900303
"30",-79.8065851564373,38.0293433624847,"H14_SSB_pup_end_2018B",9969738.76579793,0.655935697766239,"H14","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCutzE","S15_H14","S15","M","11-12-2018",NA,"2018_2019","2","07-02-2019",69,56,"58","blood","SSB","Pup","6","1","1","0","4","0",39,10,1,46,4,"18",1.17391304347826,0.160342650075179,0.352061657610636,-0.042269049132489,-0.0157257222962752,0.0380748205154813,-0.0177719471900303
"31",65.4914165645639,6.86759793868275,"H15_SSB_pup_end_2018",12040509.5504699,0.964834898954393,"H15","BGISEQ-500 Transcriptome","F20FTSEUHT0820_ARCbfrE","S16_H15","S16","F","10-12-2018",NA,"2018_2019","2","07-02-2019",69,56,"59","blood","SSB","Pup","8","6","0","0","2","0",55,6,0,35,4,"15",1.85714285714286,0.619039208406224,-0.0162562689669671,0.0337615371186215,0.00787092229074318,-0.023252977899407,-0.0225368725890818
"32",-97.4492237043933,-34.9503443247531,"H16_SSB_pup_start_2018B",22034604.5719049,0.836342951323055,"H16","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","S17_H16","S17","F","11-12-2018",NA,"2018_2019","1","14-12-2018",14,0,"3","blood","SSB","Pup","4","0","0","0","3","1",61,8,0,20,11,"28",4,1.38629436111989,-0.00416290485686888,0.0110566446291115,-0.0373088421541118,-0.018854471478524,-0.00976439323422638
"33",-73.084815441018,46.6857978055729,"H16_SSB_pup_end_2018B",28498675.3189467,1.08152960218523,"H16","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCuueE","S17_H16","S17","F","11-12-2018",NA,"2018_2019","2","16-02-2019",78,64,"67","blood","SSB","Pup","0","0","0","0","0","0",34,7,1,57,1,"177",0.754385964912281,-0.281851152140988,-0.00416290485686888,0.0110566446291115,-0.0373088421541118,-0.018854471478524,-0.00976439323422638
"34",23.7786380225708,-28.0405696791958,"H17_SSB_pup_start_2018B",24169212.6396708,1.10098959351201,"H17","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","S18_H17","S18","F","12-12-2018",NA,"2018_2019","1","15-12-2018",15,0,"3","blood","SSB","Pup","12","1","0","0","10","1",24,5,0,65,6,"9",0.538461538461538,-0.619039208406224,-0.00216935691195944,-0.0818217938386181,0.0620779508370649,-0.221717618533425,-0.373078260016291
"35",-21.8559969606329,53.5558073524644,"H17_SSB_pup_end_2018B",21479030.2300829,1.08734939852919,"H17","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCokaE","S18_H17","S18","F","12-12-2018",NA,"2018_2019","2","12-02-2019",74,59,"62","blood","SSB","Pup","5","4","0","0","1","0",50,5,0,38,7,"14",1.63157894736842,0.489548225318706,-0.00216935691195944,-0.0818217938386181,0.0620779508370649,-0.221717618533425,-0.373078260016291
"36",-81.934498206315,-27.4968733566471,"H18_SSB_pup_start_2018B",18043626.3558627,0.875729681326854,"H18","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","S19_H18","S19","M","14-12-2018",NA,"2018_2019","1","16-12-2018",16,0,"2","blood","SSB","Pup","5","0","0","0","5","0",20,4,0,70,6,"24",0.428571428571429,-0.847297860387204,-0.103380061893732,-0.343193700935447,0.0698943586260789,0.153590120286778,-0.00968427593959692
"37",-34.0826686754434,57.0867939309391,"H18_SSB_pup_end_2018B",29812166.9836045,1.10337119883091,"H18","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","S19_H18","S19","M","14-12-2018",NA,"2018_2019","2","13-02-2019",75,59,"61","blood","SSB","Pup","6","2","0","0","4","0",11,4,0,84,1,"22",0.19047619047619,-1.65822807660353,-0.103380061893732,-0.343193700935447,0.0698943586260789,0.153590120286778,-0.00968427593959692
"38",-64.8668547606347,10.283839066589,"H19_SSB_pup_start_2018B",7630472.19389991,0.684746491994542,"H19","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCutzE","S20_H19","S20","F","14-12-2018",NA,"2018_2019","1","16-12-2018",16,0,"2","blood","SSB","Pup","3","1","1","0","1","0",52,9,1,34,4,"20",1.94117647058824,0.663294217410264,-0.00450309702621896,0.00573556663537408,0.0283503403786015,-0.0422447110226047,0.00146525497977787
"39",-87.9768321949603,66.982069056361,"H19_SSB_pup_end_2018B",8626595.59775121,0.837762794796345,"H19","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCutzE","S20_H19","S20","F","14-12-2018",NA,"2018_2019","2","30-01-2019",61,45,"47","blood","SSB","Pup","6","1","0","0","5","0",31,9,1,51,8,"25",0.96078431372549,-0.0400053346136991,-0.00450309702621896,0.00573556663537408,0.0283503403786015,-0.0422447110226047,0.00146525497977787
"40",-16.8657073999876,-68.9193900998664,"H20_SSB_pup_start_2018B",29834830.9699323,0.982490504268846,"H20","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","S21_H20","S21","M","20-12-2018",NA,"2018_2019","1","23-12-2018",23,0,"3","blood","SSB","Pup","0","0","0","0","0","0",40,20,0,36,4,"97",1.77777777777778,0.575364144903562,-0.114699508087918,-0.35773236882202,0.135096568001727,0.142431331988197,-0.00238774017993004
"41",-34.4545806423224,-12.5912491239591,"H20_SSB_pup_end_2018B",7250610.16419634,0.84158629522939,"H20","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","S21_H20","S21","M","20-12-2018",NA,"2018_2019","2","15-02-2019",77,54,"57","blood","SSB","Pup","4","2","0","0","2","0",54,15,1,27,3,"15",2.7037037037037,0.994622575144062,-0.114699508087918,-0.35773236882202,0.135096568001727,0.142431331988197,-0.00238774017993004
"42",45.3072507699734,21.0890816698007,"H22_SSB_pup_start_2018B",30675712.2615798,1.35956921909917,"H22","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","S23_H22","S23","F","22-12-2018",NA,"2018_2019","1","25-12-2018",25,0,"3","blood","SSB","Pup","2","0","0","0","2","0",23,15,0,59,3,"15",0.694915254237288,-0.363965377201412,-0.0824184647601869,-0.367856273654063,0.0985226096504086,0.198711051787832,0.00984333110172176
"43",40.3877433747855,69.6885527542465,"H22_SSB_pup_end_2018B",21595250.6366214,1.25109948123554,"H22","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","S23_H22","S23","F","22-12-2018",NA,"2018_2019","2","11-02-2019",73,48,"51","blood","SSB","Pup","7","0","0","0","7","0",22,6,0,69,3,"14",0.449275362318841,-0.800119300112113,-0.0824184647601869,-0.367856273654063,0.0985226096504086,0.198711051787832,0.00984333110172176
"44",9.75095442936424,21.4928711826427,"H3_SSB_pup_start_2018B",27193173.1469721,1.32232981063694,"H3","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCuueE","S2_H3","S2","F","03-12-2018",NA,"2018_2019","1","05-12-2018",5,0,"2","blood","SSB","Pup","2","1","0","0","1","0",28,0,0,67,5,"70",0.492537313432836,-0.708185057924486,-0.00368787036496377,-0.0260534249225744,-0.0166229775997127,-0.0732030466088243,-0.0163679047890151
"45",-44.9111171926042,44.0142000593008,"H3_SSB_pup_end_2018B",14372375.1985794,1.01757837726992,"H3","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCutzE","S2_H3","S2","F","03-12-2018",NA,"2018_2019","2","06-02-2019",68,63,"65","blood","SSB","Pup","8","2","1","0","5","0",22,2,0,73,3,"17",0.36986301369863,-0.994622575144062,-0.00368787036496377,-0.0260534249225744,-0.0166229775997127,-0.0732030466088243,-0.0163679047890151
"46",-15.8384547295766,12.8047067130864,"H6_SSB_pup_start_2018B",13494836.0403886,0.968691297118006,"H6","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","S6_H6","S6","M","04-12-2018",NA,"2018_2019","1","07-12-2018",7,0,"3","blood","SSB","Pup","9","1","0","0","6","2",34,4,0,53,9,"18",0.886792452830189,-0.120144311842063,-0.00705474961741384,0.00326074789907182,-0.0231460525276643,-0.0468208525720577,0.0725298448504958
"47",6.07058585409627,17.3649661101207,"H6_SSB_pup_end_2018B",9239781.25255956,0.899811900425767,"H6","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","S6_H6","S6","M","04-12-2018",NA,"2018_2019","2","03-02-2019",65,58,"61","blood","SSB","Pup","12","5","1","0","4","2",15,3,0,77,5,"13",0.298701298701299,-1.20831120592453,-0.00705474961741384,0.00326074789907182,-0.0231460525276643,-0.0468208525720577,0.0725298448504958
"48",-34.4831390799705,-5.20977377443272,"H7_SSB_pup_start_2018B",18757948.4931562,0.714436741103122,"H7","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","S7_H7","S7","F","05-12-2018",NA,"2018_2019","1","08-12-2018",8,0,"3","blood","SSB","Pup","3","2","0","0","0","1",39,10,0,35,16,"26",1.85714285714286,0.619039208406224,-0.0032600957085134,-0.0333439298797715,-0.0402567388567306,-0.0210272390757985,-0.0101415371442047
"49",39.5206780073237,-0.979043311618572,"H8_SSB_pup_start_2018B",29591988.8675563,1.33309374434226,"H8","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","S9_H8","S9","M","05-12-2018",NA,"2018_2019","1","09-12-2018",9,0,"4","blood","SSB","Pup","4","0","0","0","2","2",47,4,0,27,22,"33",2.7037037037037,0.994622575144062,-0.0344032162324159,0.0214490144205504,-0.00763420991093834,-0.0373963033861867,0.0330627743743041
"50",-3.65259503529994,-12.3161793943655,"H8_SSB_pup_end_2018B",15728822.8045824,0.997350992921622,"H8","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","S9_H8","S9","M","05-12-2018",NA,"2018_2019","2","19-02-2019",81,72,"76","blood","SSB","Pup","8","1","0","0","7","0",20,0,1,73,6,"27",0.36986301369863,-0.994622575144062,-0.0344032162324159,0.0214490144205504,-0.00763420991093834,-0.0373963033861867,0.0330627743743041
"51",-49.1774766315029,-20.3717593253812,"N10_FWB_pup_start_2019B",9743238.47145479,0.417785455897759,"N10","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","FWB10_N10","FWB10","F",NA,NA,"2019_2020","1","11-12-2019",11,0,"2to5","blood","FWB","Pup","0","0","0","0","0","0",13,5,2,74,6,"49",0.351351351351351,-1.04596855518269,-0.000922401957286656,0.0208350146821788,0.0441420040912147,-0.029913210866734,0.025341293457525
"52",30.5122157975447,21.019485139385,"N10_FWB_pup_end_2019B",14005137.7096068,0.87099698359898,"N10","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCutzE","FWB10_N10","FWB10","F",NA,"not sure about delta days","2019_2020","2","16-02-2020",78,67,"70","blood","FWB","Pup","5","3","0","0","2","0",43,2,2,46,7,"16",1.17391304347826,0.160342650075179,-0.000922401957286656,0.0208350146821788,0.0441420040912147,-0.029913210866734,0.025341293457525
"53",23.7543157030255,20.4910644411789,"N12_FWB_pup_start_2019B",21208883.1716286,1.07052444770736,"N12","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","FWB12_N12","FWB12","F",NA,NA,"2019_2020","1","11-12-2019",11,0,"2to5","blood","FWB","Pup","5","4","1","0","0","0",67,12,3,17,1,"17",4.88235294117647,1.58562726374038,-0.0138583980089136,-0.0255950282555347,0.014223226850428,-0.0566776236941547,-0.0258188791993922
"54",56.5119842450113,38.0250415313626,"N12_FWB_pup_end_2019B",13490332.4446391,1.11731438402144,"N12","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","FWB12_N12","FWB12","F",NA,"not sure about delta days","2019_2020","2","19-02-2020",81,70,"73","blood","FWB","Pup","3","1","0","0","2","0",48,2,0,49,1,"25",1.04081632653061,0.0400053346136992,-0.0138583980089136,-0.0255950282555347,0.014223226850428,-0.0566776236941547,-0.0258188791993922
"55",9.40200206075821,-59.2017701269523,"N14_FWB_pup_start_2019B",24494099.2784866,0.955185754084877,"N14","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","FWB14_N14","FWB14","F",NA,NA,"2019_2020","1","12-12-2019",12,0,"2to5","blood","FWB","Pup","0","0","0","0","0","0",47,10,1,38,4,"50",1.63157894736842,0.489548225318706,-0.0223236696061419,0.00271373964689156,0.0275184580279994,-0.000606292186168923,-0.00188631208319148
"56",30.513601452926,24.709504090712,"N14_FWB_pup_end_2019B",9486240.06704558,0.968890672616733,"N14","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","FWB14_N14","FWB14","F",NA,"not sure about delta days","2019_2020","2","27-02-2020",89,77,"80","blood","FWB","Pup","4","2","0","0","2","0",25,0,0,66,9,"29",0.515151515151515,-0.663294217410264,-0.0223236696061419,0.00271373964689156,0.0275184580279994,-0.000606292186168923,-0.00188631208319148
"57",-78.5280616420178,-90.7567623611213,"N15_FWB_pup_start_2019B",9330357.65572243,0.590783658179761,"N15","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","FWB15_N15","FWB15","M",NA,NA,"2019_2020","1","12-12-2019",12,0,"2to5","blood","FWB","Pup","4","2","0","0","2","0",60,5,0,32,3,"24",2.125,0.75377180237638,-0.00226013726879121,0.0265627836884438,-0.0652477885060058,0.038511383069871,-0.00407173704388182
