"","logFC","AveExpr","t","P.Value","adj.P.Val"
"acss1",-1.03666649343082,10.1913009445924,-0.399700391846987,0.344913856952918,1
"klrc1",1.08368160823218,-1.76883322628354,0.395327361029737,0.346523164521967,1
"rxrg",-1.06109860373031,3.17923396043911,-0.390921481038175,0.348147389303738,1
"fcrl6",1.06875088002349,-0.584238926149572,0.376060861592569,0.353646330746248,1
"ighv3-74",1.05960933073641,7.81232161906872,0.367907116146066,0.356676717043524,1
"c1qb",-1.08763527502994,1.91309802596265,-0.361208203109606,0.359173257958015,1
"igll5",1.06096494598968,10.4937204878472,0.355264587071788,0.361393405991609,1
"ank3",1.02930226806309,2.67712205413284,0.354257305948208,0.361770129733891,1
"cpne8",-1.0552640828876,-2.66552010351498,-0.351384275326666,0.362845385837186,1
"slc26a8",-1.05316012269143,-1.86345584032436,-0.33846955706638,0.367692191866845,1
"slc6a7",-1.05521169508735,-1.17608597914929,-0.33066764804974,0.370630577421884,1
"hp",-1.04923650132944,0.693843069080333,-0.314963483314915,0.37656810100216,1
"bhlhe41",1.03868765162286,-0.117019615709823,0.296384373043193,0.383630695558562,1
"ildr1",1.045765078299,-2.05981028968897,0.295023519134975,0.384149572922029,1
"popdc3",-1.06135968683562,-4.17942943035499,-0.290050516105956,0.386047493530402,1
"csmd2",1.05957468133337,-2.02777014373734,0.271553994604822,0.393130409871832,1
"trgc1",1.04272573134432,5.85173854809881,0.270996001587852,0.393344651691999,1
"saxo1",-1.03603226410208,0.228515603372564,-0.245427310526948,0.403195695594535,1
"scn1b",-1.0314799530639,-0.687629018966046,-0.244488519561328,0.403558614020544,1
"adam22",1.02230125576414,0.847742573791565,0.239897303840268,0.405334689484905,1
"sned1",1.02323067197683,1.18969584937739,0.196375669991724,0.422263372356311,1
"rax",1.03171505891906,-2.00229719601216,0.195597518868431,0.422567472487794,1
"piwil3",-1.03403880927908,-1.86956706182777,-0.184679604725081,0.426838998770927,1
"nox1",1.02272163372228,-0.342456193495453,0.178567041362943,0.429234294434948,1
"serping1",-1.0189449648262,8.98613952645472,-0.176826866567211,0.429916691505787,1
"cd300c",-1.02119828162546,7.80104290630666,-0.17068741882175,0.432325904463332,1
"c1qc",-1.03458101423596,1.87642741709808,-0.156452162447261,0.437921654456462,1
"nuggc",1.01380342038011,1.83551197771842,0.134816847985753,0.446449943468204,1
"havcr2",1.01358150263166,1.08519182311408,0.12186677490803,0.451566884076858,1
"c6orf141",-1.01360914432544,-1.41784152304037,-0.103182542148672,0.45896364794193,1
"micalcl",1.01048808550196,1.45264037036889,0.091435417628752,0.463621640178746,1
"il27",-1.00850239175709,5.2945404776449,-0.0891760330111287,0.464518132462421,1
"wls",-1.00891081882367,1.00002013322633,-0.0837304245200216,0.466679611379487,1
"fcmr",1.00598359137387,6.54866305179799,0.0781315860368155,0.468902943109153,1
"tesmin",-1.0159035439206,-2.68711722697111,-0.0761214922135569,0.469701405400269,1
"c1orf94",1.00773707970461,-0.457846501045213,0.0657845769498921,0.473809370346825,1
"kcng1",-1.01269990012556,-3.53766668513167,-0.0602050300858069,0.476027918020772,1
"igkv4-1",1.00652333616958,7.78325766882745,0.0469656501128254,0.481295051474209,1
"sbsn",-1.00479670330296,-2.25490408723461,-0.0269993899058746,0.489244327562288,1
"ccr6",1.0025984054984,2.74849731919364,0.0264098337388832,0.489479131926266,1
"syt11",1.00179643553893,0.907862475899733,0.0168400295669206,0.493290983312869,1
"abcb11",-1.00388786532157,-0.160656507507735,-0.0163590845667825,0.493482572906931,1
"col4a2",-0.999548761691279,1.4625371822867,0,0.501719907957448,1
"nmes1",-0.99885551924672,6.45197623195475,0,0.504105454010482,1
"mdn1",0.996982668403398,-0.808818805699929,0,0.506071288194255,1
"mcoln3",0.995993072388109,-0.683568374722877,0,0.510756510897462,1
"grip2",-0.996696777964509,3.25656842026723,0,0.51165370760363,1
"gh1",0.993765779093946,-2.72229369180329,0,0.515081459122632,1
"cyp2c21",-0.992870385625115,0.911402641565435,0,0.519551920841497,1
"bpi",-0.995375422230662,9.20547011282749,0,0.520467618275447,1
"slc38a1",0.994184603066446,3.41603615212293,0,0.520647141261632,1
"hk3",-0.993094610886184,7.78005094918064,0,0.532388629614371,1
"ptgs2",-0.983159045833895,-2.27268755967427,0,0.538177681520001,1
"btla",0.991434329457718,2.83072468129489,0,0.538716118589634,1
"rnf186",0.983787512736549,-2.0259427157468,0,0.540571238920906,1
"vit",-0.97737351882107,1.18186249844887,0,0.549176766315671,1
"nampt",-0.98438596623933,7.6631687034632,0,0.554827691344537,1
"ankrd55",-0.987546748005498,0.871225193626542,0,0.556063418406759,1
"tbx1",0.982754414239022,-1.01832471711787,0,0.557422246107499,1
"ccn1",-0.986301879625404,0.290914639334609,0,0.560419609509151,1
"zdhhc23",0.983808316357951,1.2602908248585,0,0.561053549310967,1
"enpp1",0.982999302608515,0.0743250754258508,0,0.56237628218162,1
"g6pc",-0.98369206128814,2.09807231962599,0,0.562831805719571,1
"apobec3g",0.976507077938032,-0.874977791631534,0,0.568310902543819,1
"slc14a2",0.949339082781267,-2.06885660272768,0,0.57678289901349,1
"prrg4",0.957993123405843,-2.94364283940089,0,0.582986375388146,1
"clgn",0.978045546413972,0.547949026074054,0,0.583960348983919,1
"clec5a",-0.959746414356521,0.980427090224504,0,0.584061307137448,1
"ltf",-0.978191286698074,9.35387953338738,0,0.584886977585303,1
"rapgef5",0.964986623891235,-1.07640948071583,0,0.587556655976173,1
"cpb2",-0.959885847307357,-1.53507655408181,0,0.600409745871272,1
"lrfn2",0.966159932516548,0.983843000364037,0,0.603190806611367,1
"cadm3",0.953714204374044,-1.22310531616061,0,0.604111654065896,1
"ifng",0.956920558868931,-1.8306487334184,0,0.605898279743175,1
"rasl10a",-0.964889445059016,-1.62279283489609,0,0.60807281685888,1
"iglv7-46",0.927502384846349,1.10805347810892,0,0.608940926191873,1
"igk-v19-17",0.96266567389086,0.120698059400236,0,0.612449179593444,1
"lrat",0.961306938888867,-1.58236029403207,0,0.612816681210434,1
"fam89a",-0.950349660916853,-1.514487791475,0,0.619195213220034,1
"erg",-0.9706218381909,0.348486172979708,0,0.619462978192994,1
"slc6a3",-0.952556082553849,-3.28109491353476,0,0.622070276281551,1
"capn3",-0.954576961206913,1.10199419419485,0,0.624127569993093,1
"rasl10b",0.955969392318879,-1.16807538302049,0,0.632575657173067,1
"slamf7",0.972009615168888,3.47891863286642,0,0.635436654326163,1
"akap2",0.955758367692896,2.07754946847866,0,0.643123501986373,1
"gdf10",0.950812315335041,-1.31482839241226,0,0.648054623509895,1
"shoc1",-0.936208270159467,-2.84809551761595,0,0.650520039519994,1
"ajap1",0.945326676486336,-3.14085168591371,0,0.654511130629156,1
"hsf4",-0.951809795275939,2.79688662644524,0,0.656582250838566,1
"alpl",-0.920924392743523,-2.43972045226772,0,0.657887123384037,1
"arl13a",0.937256467120902,-3.33906721532194,0,0.659720591573762,1
"bend4",0.933838364546994,-2.48166122801384,0,0.662236506419878,1
"ppp1r3b",-0.952488938698365,5.99089246633183,0,0.663298883945517,1
"chst1",0.919244445116463,0.0387164097647158,0,0.666800429685824,1
"hs3st6",-0.926907749752439,-1.08677583240286,0,0.668393785984822,1
"shisa7",0.94567223698796,3.3198510765175,0,0.669269514858638,1
"msrb1",-0.961748857105015,7.68645425215695,0,0.671691041743419,1
"susd2",-0.912933900025433,-1.00855271322134,0,0.672203008434406,1
"wnk2",-0.952252800964224,5.09790158278531,0,0.67522394186732,1
"oas2",-0.943856599942749,7.5408565725119,0,0.675882120431678,1
"col8a1",-0.917368035635511,-3.42891398269486,0,0.675920107491857,1
"zmynd15",-0.940864914957135,-0.453618216552709,0,0.679930135019427,1
"dnah7",0.915338847022503,-3.89919719226451,0,0.680019444561712,1
"hal",-0.938975875497987,0.256664378710117,0,0.682025057205326,1
"clic3",0.946922064874863,1.47271621215168,0,0.684454869688323,1
"nr0b1",0.906742691295963,-2.92964688255623,0,0.689581785708644,1
"nutm1",0.928122426055217,-1.86261389049562,0,0.691926713923466,1
"ms4a7",-0.907966573092445,-2.26448304409143,0,0.694761714065149,1
"slpi",-0.843964833387753,2.51522385959027,0,0.694981693421844,1
"hpn",-0.919875673223943,-0.429515929018469,0,0.695799045752195,1
"hlx",-0.961281083692319,5.25871442424503,0,0.70104437096636,1
"a4galt",-0.951194184877222,5.43880129065392,0,0.70290534040644,1
"clstn3",0.819193791997456,1.06571041533381,0,0.704018750159758,1
"rsad2",-0.895892057092515,5.65916891659757,0,0.705674110756422,1
"aldh3b2",-0.955162575535054,2.96146341091894,0,0.705900414890263,1
"gyg1",-0.949435845450418,7.64166745001604,0,0.70811862053777,1
"exoc3l4",-0.912981644237308,-1.89004813560821,0,0.71494439554447,1
"apln",0.91344089664548,-0.568142938377427,0,0.714963644794929,1
"ppp1r3g",-0.912778532796043,-0.12595858945272,0,0.720909211666969,1
"cfap45",-0.907715472348123,0.93964408397811,0,0.721667378717388,1
"c1qa",-0.876344172307826,1.70045398862154,0,0.722657231414668,1
"aff3",0.932025361866084,3.68804780507898,0,0.722799636287274,1
"tmem229a",-0.873210395037412,-0.397792193474339,0,0.729691661685469,1
"cd72",0.947443832778832,1.85010463725759,0,0.732965111391707,1
"ablim2",0.935521537612503,2.07982727066409,0,0.734741025386595,1
"hivep2",0.93474368330973,5.39167449483638,0,0.735212196726998,1
"zc3h12d",0.956318093575176,3.95422019511284,0,0.735637440080534,1
"plekha6",-0.898345979717119,2.55264624031101,0,0.740303200894396,1
"enpp5",0.943643433790683,5.0459811422484,0,0.741883123774786,1
"mgam2",-0.922894785767858,5.42538225569775,0,0.742264653993002,1
"sema6b",-0.927053481415595,5.43304232027621,0,0.751664032670239,1
"slc7a2",-0.879555362531759,-3.93039660401583,0,0.752634619947724,1
"or52b4",0.896477964155872,-2.34622652458902,0,0.753675403609562,1
"samd9l",-0.910367233368413,7.16970883596528,0,0.753752354526713,1
"fcrlb",0.943619937666597,4.21386977969463,0,0.755138230440037,1
"cnga3",0.878920101711169,-3.28116051011145,0,0.75536498343753,1
"lin7a",0.893603890871533,-1.32812290250995,0,0.758753672242214,1
"cd300lb",-0.946657931314085,7.0312865485643,0,0.758950575486375,1
"ptprb",0.921314340672163,1.48279630314395,0,0.762441402738117,1
"slc12a3",0.89394751802354,-2.29509480708003,0,0.76287523024647,1
"cxcl8",-0.927255102411595,4.68794384690014,0,0.763226982851767,1
"atcay",0.883883169680472,-0.814225379414122,0,0.764504871900986,1
"sorbs2",0.870069818525026,-1.48729011933155,0,0.765910566707423,1
"ctsg",-0.878362494507306,-0.0431411774479925,0,0.767844298616289,1
"raver2",0.914269775763246,-0.542037758171224,0,0.768865279044763,1
"rfx8",-0.874795219588102,-2.86764303038984,0,0.769209678144577,1
"cacna1e",0.885240604165863,-2.56497574805773,0,0.769442541304613,1
"edar",0.931689132758396,1.24177314259624,0,0.770034196066096,1
"jchain",0.876312150917471,6.40164193318264,0,0.772633857051951,1
"cd1d",0.912162729862924,0.150732094539368,0,0.773424677655023,1
"slc5a5",0.872517921092229,-3.54396757097299,0,0.773938113513776,1
"zfp57",-0.856126861706141,-3.58328608299802,0,0.774069893496619,1
"pzp",0.79265552736312,-2.02273213602668,0,0.776677470539679,1
"metrn",0.876856658610269,-2.08723590645525,0,0.779328052198361,1
"atp1a4",0.887011525611646,-1.49670616969173,0,0.779713756004092,1
"trabd2a",0.886882221073626,-2.01940897433335,0,0.781494630246175,1
"aif1l",0.866772977270442,-3.35513881545407,0,0.782420253849486,1
"fam187a",-0.847092741674633,-2.5149983469942,0,0.784761707492682,1
"gnmt",0.847106018581151,-0.250236413289329,0,0.78848934304444,1
"c2orf73",0.861701998370539,-3.16294432873376,0,0.78906543195683,1
"tbx21",0.917875939106192,6.66549156065808,0,0.793767094399424,1
"lypd2",0.827206143032367,-3.20162698974712,0,0.794396406726926,1
"plin5",-0.933180119390505,8.9925475649288,0,0.796370951522886,1
"pfkfb2",-0.908975253620254,2.98976432286041,0,0.796391337954442,1
"mzb1",0.879388829110906,3.8373299002773,0,0.800985294414608,1
"sv2c",0.903513608830394,-0.0720764053915659,0,0.80146625105284,1
"proc",0.868712486843068,-3.04446698966303,0,0.801627964653795,1
"rnase1",-0.896698088254569,1.83877203297669,0,0.804192159163165,1
"tpm2",-0.889854984509167,4.55407423830719,0,0.805857818508095,1
"abca13",-0.835156534847175,-1.00782042471249,0,0.8083739093058,1
"cckbr",-0.913704684675984,5.31233611358525,0,0.810029038282675,1
"cyp11b1",0.869305002520561,0.58987912349101,0,0.810515929955247,1
"bmx",-0.929144316043795,4.15927483913081,0,0.810979360677287,1
"tbx6",-0.892185740922462,1.7029398348374,0,0.813319203172985,1
"rbpms2",-0.854458369947372,1.80592791840987,0,0.813444222867367,1
"ssc5d",0.884695301749293,2.35482159352328,0,0.815954423432365,1
"blk",0.920134502387582,3.01682361415647,0,0.817026319904491,1
"itm2a",0.922432389544585,0.574944108556197,0,0.8172143433381,1
"il1r1",-0.889551916829274,1.04126138703692,0,0.820064070835247,1
"kiaa1549",0.869541076616283,0.318956162466377,0,0.820118638856714,1
"lysmd2",0.927030363839172,4.13186859182446,0,0.822420170540435,1
"nxph4",0.848750779978549,-3.12858731442858,0,0.823526969164242,1
"cxcl6",-0.851541597526472,0.663479436411371,0,0.82465303545241,1
"csmd1",0.822905359033111,-3.31465139444298,0,0.827198840259768,1
"twist2",-0.878057194272586,-0.971947630327747,0,0.827416120492471,1
"hnmt",-0.887753498114243,2.30765224520953,0,0.827675240937091,1
"shroom2",-0.804759506672239,-1.02284558206744,0,0.828020199463355,1
"ncs1",-0.719839090910276,1.18746916171841,0,0.829566340588937,1
"kremen2",-0.909059007798369,4.04227288277393,0,0.829686997174805,1
"bmp3",-0.842743591297128,-1.76469692113494,0,0.831844650360016,1
"tmem151a",0.829129675702901,-2.61707353766417,0,0.834319675501793,1
"plk2",-0.905824601759366,0.878386296331104,0,0.83543063484214,1
"elfn2",0.868983099729581,-1.31773886726587,0,0.836307323762905,1
"bhlha15",0.882743694148455,1.24478389218554,0,0.836527928888016,1
"insrr",0.836994965442667,-1.36652883125366,0,0.837435066941186,1
"tfpi2",-0.809918577941259,-2.34694879704933,0,0.838496649939089,1
"c2",-0.728973625102669,0.58212833417357,0,0.841869469171554,1
"cfap99",-0.866318527386895,0.0209835488313573,0,0.843080987758032,1
