"","logFC","AveExpr","t","P.Value","adj.P.Val"
"mtx3",1.42329541480015,-0.934206695531885,3.89549307819463,6.79912760340777e-05,0.00187629200391858
"ccser2",0.854060813018135,2.85263302641916,3.89268106985419,6.87248050378445e-05,0.00188828871928982
"adam22",1.04664436851418,0.833550293753949,3.89039365937596,6.93270254019799e-05,0.00189658933778274
"stil",0.979088955722566,1.48570736779316,3.87912550995995,7.23675111188674e-05,0.00196277462023898
"sv2c",1.16262679687179,-0.0813760312845909,3.8536416662541,7.97172230978103e-05,0.00213916344529347
"iglc1",0.938267343749236,5.56342025288621,3.84147790617928,8.34699211187591e-05,0.00222677730905455
"usp37",1.01394579934728,1.82457676682584,3.84080346425312,8.36828229400992e-05,0.00222677730905455
"pard6b",1.0321147311714,-0.411440172892401,3.83222998542317,8.64344911137444e-05,0.00228545090624815
"mcoln3",1.22529863122868,-0.689615383757757,3.8278105576823,8.7886201560767e-05,0.00231898476310341
"cfap65",1.05584181807932,0.484886380895435,3.82701019306109,8.81515679375563e-05,0.00232114097325578
"setbp1",1.20987620018023,0.185760082138763,3.81850910142043,9.10174342181196e-05,0.00237679617992317
"rras2",0.814258904056187,2.93190845518754,3.8144260963033,9.2425064815088e-05,0.0024085781323668
"reck",0.975511319496503,2.76340405226598,3.80262645468499,9.66098840663821e-05,0.00248181366811993
"tube1",0.839827974432689,1.47347918388215,3.79777097806177,9.83835065605512e-05,0.00251205886751274
"ig delta chain c region membrane-bound form ",1.06623459642435,3.04019327799954,3.77302992884067,0.000107910164495549,0.00272230852107633
"pex11a",1.02360340519717,-0.516375004271622,3.77114508774764,0.000108670641862946,0.00273059292744687
"tert",0.858261325622269,3.40879920930079,3.76941755856022,0.00010937210071496,0.00274276583519122
"kif5a",1.27146202368718,-0.0127869970006527,3.75312109795601,0.000116203441100731,0.0028968348956058
"ar",1.26722159454958,-0.428780220064367,3.74886648128111,0.000118052282512678,0.00292561333074067
"camk4",0.859207873831363,2.27429419423317,3.74686198699156,0.000118932943679534,0.00293721354503414
"fcrlb",0.932662071776452,4.21279857842436,3.7467435957581,0.0001189851519153,0.00293721354503414
"grap",0.773610295202547,6.13332768824992,3.74453423019093,0.000119963424478531,0.00294598474917179
"pcdhb15",1.00460789530021,-0.283079584488855,3.74436261642986,0.000120039729869727,0.00294598474917179
"zbed3",0.958994936887151,1.29730083661179,3.74317913773746,0.000120567196258509,0.00294863238626878
"alg10",1.24670314850076,0.482710562656784,3.73968236057171,0.000122138514069007,0.00298013258555633
"znf106",0.886994060515384,3.97902301633482,3.73847845755891,0.000122683968443366,0.0029876737517451
