"","logFC","AveExpr","t","P.Value","adj.P.Val","Significance"
"msl1",-0.0600155644637184,6.64801222112877,0,1,1,"Not significant"
"msl2",-0.16425662163831,5.80401200440874,0,1,1,"Not significant"
"msl3",0.157051407417842,5.35806810721944,0,1,1,"Not significant"
"msmo1",-0.0624288431029312,3.23008540568788,0,1,1,"Not significant"
"msmp",0.0224819816425001,1.83402878948563,0,1,1,"Not significant"
"msn",-0.229882892602898,9.42500135609715,0,1,1,"Not significant"
"msrb2",0.157422389441455,1.67633138084318,0,1,1,"Not significant"
"msto1",0.230936233290469,5.61509142360103,0,1,1,"Not significant"
"mta1",-0.0507295475395555,6.4275059685001,0,1,1,"Not significant"
"mta2",-0.209798597715632,7.86675848002765,0,1,1,"Not significant"
"mtap",-0.280473242542124,2.94370825002172,0,1,1,"Not significant"
"mtarc2",0.443660583712125,2.55212082918571,0,1,1,"Not significant"
"mtch1",0.108354918285825,7.34905076043994,0,1,1,"Not significant"
"mtch2",-0.0864686414777678,5.50676669429666,0,1,1,"Not significant"
"mtdh",0.191508212381749,6.38256829984273,0,1,1,"Not significant"
"mterf3",-0.0522825128587741,3.59529486629,0,1,1,"Not significant"
"mterf4",-0.0550233234803019,2.33821216840574,0,1,1,"Not significant"
"mtf1",-0.0965263597764245,4.40649642896489,0,1,1,"Not significant"
"mtf2",-0.157522385828051,3.46131131685446,0,1,1,"Not significant"
"mtfmt",-0.223203501003961,2.56692008466937,0,1,1,"Not significant"
"mtfr1l",0.109219877191929,4.3480974307479,0,1,1,"Not significant"
"mtg1",0.253626510391016,3.89412506808864,0,1,1,"Not significant"
"mtg2",0.0758056215477376,4.39585282422607,0,1,1,"Not significant"
"mthfd1",-0.522243702660447,7.00874717848091,0,1,1,"Not significant"
"mthfd2",-0.274449724273755,3.97615856508011,0,1,1,"Not significant"
"mthfs",0.00729645030535941,3.75133565845836,0,1,1,"Not significant"
"mthfsd",-0.0706072854914108,3.90783134830865,0,1,1,"Not significant"
"mtif2",-0.147084927161823,4.00365931510991,0,1,1,"Not significant"
"mtif3",0.214330592955943,3.66446700490149,0,1,1,"Not significant"
"mtm1",-0.274903493424307,3.47393769859398,0,1,1,"Not significant"
"mtmr1",-0.181867429818861,3.5753128614834,0,1,1,"Not significant"
"mtmr10",0.0390729580000642,4.97267755965152,0,1,1,"Not significant"
"mtmr12",-0.203199259708911,3.83366267397067,0,1,1,"Not significant"
"mtmr14",0.36816489212026,7.72820076265652,0,1,1,"Not significant"
"mtmr3",-0.202085605396827,5.60266680528616,0,1,1,"Not significant"
"mtmr4",-0.216301303008839,5.34277059678467,0,1,1,"Not significant"
"mto1",-0.239523921498574,3.06955665655593,0,1,1,"Not significant"
"mtpap",-0.0838745886432855,3.96478443823892,0,1,1,"Not significant"
"mtpn",-0.118677411387019,6.11930504777774,0,1,1,"Not significant"
"mtres1",0.0849499939760379,2.25500070174916,0,1,1,"Not significant"
"mtrex",-0.310933541689081,4.13856997046223,0,1,1,"Not significant"
"mtrf1l",-0.124368350406912,2.64969635209225,0,1,1,"Not significant"
"mtrr",-0.12846813812145,3.62550795910173,0,1,1,"Not significant"
"mtss2",-0.000244596026775956,0.660470763711164,0,1,1,"Not significant"
"mtx1",-0.139579559277393,4.94607339539953,0,1,1,"Not significant"
"mtx2",0.28315577126117,3.26279776739925,0,1,1,"Not significant"
"mul1",0.155579693583615,6.03706794330106,0,1,1,"Not significant"
"mus81",-0.00865398207813595,4.59479626551351,0,1,1,"Not significant"
"mutyh",-0.0283786319050954,4.1958773152902,0,1,1,"Not significant"
"mvb12a",0.258827201361369,6.0110262252014,0,1,1,"Not significant"
"mvd",0.273834209406583,6.15151779635885,0,1,1,"Not significant"
"mvk",-0.135212477013562,3.50435338222904,0,1,1,"Not significant"
"mvp",0.045371904808114,8.75966864282771,0,1,1,"Not significant"
"mxd1",-0.0810756456943595,7.60255220144961,0,1,1,"Not significant"
"mxd3",0.0426070755379553,2.70522876361582,0,1,1,"Not significant"
"mxd4",0.364847845537791,6.59572636834558,0,1,1,"Not significant"
"myadm",0.0502564046384197,9.52059834481422,0,1,1,"Not significant"
"myb",0.00907898503199744,2.10445370131495,0,1,1,"Not significant"
"myc",-0.429476568455319,6.82275942168571,0,1,1,"Not significant"
"mycbpap",0.138242587326002,3.45732076345993,0,1,1,"Not significant"
"mydgf",0.339119958206414,4.65296948020921,0,1,1,"Not significant"
"myg1",0.0682776409345607,4.88522039220555,0,1,1,"Not significant"
"myh9",-0.251499233931495,10.6152182257087,0,1,1,"Not significant"
"myl12b",0.365683087790725,8.39764952853869,0,1,1,"Not significant"
"mylip",-0.0375384356907285,5.25732779290314,0,1,1,"Not significant"
"myo18a",-0.128423392646155,6.02431202529035,0,1,1,"Not significant"
"myo1c",0.0594989829694317,7.10870533103677,0,1,1,"Not significant"
"myo1f",0.131935913031656,9.91021992471368,0,1,1,"Not significant"
"myo5a",-0.160073300102218,4.49891958069269,0,1,1,"Not significant"
"myo9a",-0.291971944863281,4.29496596676398,0,1,1,"Not significant"
"myo9b",-0.165754022165162,9.6685462112442,0,1,1,"Not significant"
"mypop",0.259203041583267,4.84150880012194,0,1,1,"Not significant"
"mzf1",0.173416143234078,5.10879894388233,0,1,1,"Not significant"
"mzt1",0.0262668610378922,0.704219250485536,0,1,1,"Not significant"
"n4bp1",-0.14449846306379,6.45948884923797,0,1,1,"Not significant"
"n4bp2l1",-0.0848555790336691,2.53516836812446,0,1,1,"Not significant"
"n4bp2l2",0.245917833573938,4.51299160122352,0,1,1,"Not significant"
"naa16",0.221438133923112,3.40670058837311,0,1,1,"Not significant"
"naa20",0.243756062136175,3.86508108663975,0,1,1,"Not significant"
"naa30",-0.13472529760349,2.21186958167252,0,1,1,"Not significant"
"naa35",-0.221332719861677,4.25877896682461,0,1,1,"Not significant"
"naa50",-0.134988963330044,3.18201066612992,0,1,1,"Not significant"
"naa60",0.0055475342107032,5.50067216940606,0,1,1,"Not significant"
"nab1",-0.151065062675459,3.38783890999706,0,1,1,"Not significant"
"nab2",-0.0951020021807776,3.04515944186889,0,1,1,"Not significant"
"nabp1",0.127833951058606,6.28352931947852,0,1,1,"Not significant"
"nabp2",0.296240779012684,6.27062585875358,0,1,1,"Not significant"
"nacc1",-0.310443156587197,5.40173812477268,0,1,1,"Not significant"
"nadk",0.29640037736891,8.75822846575984,0,1,1,"Not significant"
"nadk2",-0.0767691699956945,2.50073754961156,0,1,1,"Not significant"
"nadsyn1",0.0352274390031644,5.64737291024643,0,1,1,"Not significant"
"nae1",0.0785096151653568,3.96611772140335,0,1,1,"Not significant"
"naf1",0.0397665307977078,2.99468257409053,0,1,1,"Not significant"
"naga",0.225221196981894,6.44490260469098,0,1,1,"Not significant"
"nagk",0.173874408060705,4.03078433555206,0,1,1,"Not significant"
"naglu",-0.023295020189579,6.38657541620256,0,1,1,"Not significant"
"nagpa",0.00995439505931994,4.94118829940612,0,1,1,"Not significant"
"naif1",-0.149110578968807,2.0806265587892,0,1,1,"Not significant"
"nanp",0.0324277669902748,0.646698171640301,0,1,1,"Not significant"
"nans",-0.438997050979213,5.05706036244948,0,1,1,"Not significant"
"nap1l4",-0.254279373330733,6.90896538877203,0,1,1,"Not significant"
"napepld",-0.133995278490839,2.33592824412865,0,1,1,"Not significant"
"napg",-0.0942027699912558,3.30480196382017,0,1,1,"Not significant"
"naprt",0.247992981201142,6.65264633013969,0,1,1,"Not significant"
"nars",-0.197763619702008,5.45747524328974,0,1,1,"Not significant"
"nasp",-0.402749220029196,4.77670630225466,0,1,1,"Not significant"
"nat10",-0.396146012506758,4.11220091939545,0,1,1,"Not significant"
"nat9",0.00198006776888748,2.60273802291551,0,1,1,"Not significant"
"naxd",0.160872614193357,6.61384848798635,0,1,1,"Not significant"
"naxe",0.0569371961751459,5.32663062984899,0,1,1,"Not significant"
"nbeal2",-0.171303469032946,9.73700261703335,0,1,1,"Not significant"
"nbr1",-0.181471412981379,6.61904899325458,0,1,1,"Not significant"
"ncapd2",-0.232137970843975,5.49365282864711,0,1,1,"Not significant"
"ncaph2",0.249899036060985,6.80967175124299,0,1,1,"Not significant"
"ncbp1",-0.311945324366897,5.44893881541349,0,1,1,"Not significant"
"ncbp2",-0.0689616350058602,3.72560006258139,0,1,1,"Not significant"
"ncbp2as2",0.185048060773917,3.42876536105891,0,1,1,"Not significant"
"ncdn",-0.207659305523085,4.98423298436753,0,1,1,"Not significant"
"ncf4",0.0772179148569974,6.81952815570458,0,1,1,"Not significant"
"nck1",-0.253523492877918,4.6729839387213,0,1,1,"Not significant"
"nck2",0.0220062935938037,4.78086685185734,0,1,1,"Not significant"
"nckap1",-0.0112012583858947,4.07463346452469,0,1,1,"Not significant"
"nckap1l",-0.199936710049592,9.24896053791126,0,1,1,"Not significant"
"nckipsd",0.109459684969681,5.26003815271234,0,1,1,"Not significant"
"ncl",-0.253755133538931,7.83544024397049,0,1,1,"Not significant"
"ncln",0.109478125329729,5.59041750850601,0,1,1,"Not significant"
"ncoa5",-0.130675509914374,5.55410004900711,0,1,1,"Not significant"
"ncoa6",-0.268483603991815,6.53306678085563,0,1,1,"Not significant"
"ncoa7",-0.0446871968816733,3.66304903794767,0,1,1,"Not significant"
"ncor1",-0.257338957172092,8.55032974478971,0,1,1,"Not significant"
"ncor2",-0.136803120753548,6.95716932206824,0,1,1,"Not significant"
"ncr3",0.0663458270506423,5.70396631256218,0,1,1,"Not significant"
"ncstn",-0.217291442717021,7.07107285608314,0,1,1,"Not significant"
"ndc1",-0.153055989429462,1.94577148686049,0,1,1,"Not significant"
"nde1",0.099115939660015,4.53638746592641,0,1,1,"Not significant"
"ndel1",0.205261856762836,6.09336403509724,0,1,1,"Not significant"
"ndfip1",0.406200363247691,6.44281781547384,0,1,1,"Not significant"
"ndor1",-0.00742316930770937,5.95495229990852,0,1,1,"Not significant"
"ndrg1",0.278787440264401,6.92602973017432,0,1,1,"Not significant"
"ndrg3",-0.299336390121825,4.28441206294103,0,1,1,"Not significant"
"ndst1",-0.221938961588025,3.59222729477176,0,1,1,"Not significant"
"ndst2",0.0927910348396921,8.05199723807529,0,1,1,"Not significant"
"ndufa10",-0.125949318397445,4.95578180888203,0,1,1,"Not significant"
"ndufa8",0.0766997921387826,4.36573371324549,0,1,1,"Not significant"
"ndufa9",-0.215768459349408,5.06910042905961,0,1,1,"Not significant"
"ndufaf1",-0.0480598611983649,2.73657245043252,0,1,1,"Not significant"
"ndufaf3",0.170311346427928,4.26453911935561,0,1,1,"Not significant"
"ndufaf5",0.0837618433162006,1.76720217615074,0,1,1,"Not significant"
"ndufaf7",0.0149597241699762,3.31577828291654,0,1,1,"Not significant"
"ndufb10",0.308278963795687,5.20790534521182,0,1,1,"Not significant"
"ndufb3",0.0977666620390361,4.40722429952638,0,1,1,"Not significant"
"ndufb4",0.00231711857968442,5.25295682000248,0,1,1,"Not significant"
"ndufb5",0.000997214609242736,3.70821582024716,0,1,1,"Not significant"
"ndufb8",0.118548764330243,6.33093262558284,0,1,1,"Not significant"
"ndufc1",0.204956653784008,2.07431001498165,0,1,1,"Not significant"
"ndufc2",0.122841975454639,3.51866407238987,0,1,1,"Not significant"
"ndufs1",-0.328005450316729,5.18713119692526,0,1,1,"Not significant"
"ndufs2",0.0049677711167595,7.08567174906115,0,1,1,"Not significant"
"ndufs6",0.135831066980683,4.5610747239473,0,1,1,"Not significant"
"ndufs7",0.112126163829523,5.60195819130094,0,1,1,"Not significant"
"ndufv1",-0.0439576670284003,5.7193717252992,0,1,1,"Not significant"
"ndufv2",0.138311500945666,5.75513796547892,0,1,1,"Not significant"
"ndufv3",0.0119509782280245,5.58216300889226,0,1,1,"Not significant"
"necap1",0.0792217295257007,3.56811356898942,0,1,1,"Not significant"
"necap2",0.10826703030606,6.60600496255419,0,1,1,"Not significant"
"nedd9",0.208726862781933,7.06875987145368,0,1,1,"Not significant"
"neil1",0.174102607138898,4.58026169759484,0,1,1,"Not significant"
"neil2",0.0619571671399277,2.78512761270471,0,1,1,"Not significant"
"nek1",0.18160500295511,3.64604495901364,0,1,1,"Not significant"
"nek4",-0.043084660711282,3.50453962549882,0,1,1,"Not significant"
"nek6",0.418302428122734,6.48284675135043,0,1,1,"Not significant"
"nek8",0.0295585880161786,3.81130043082361,0,1,1,"Not significant"
"nelfa",-0.0188753891379951,6.23419631466314,0,1,1,"Not significant"
"nelfb",0.258507795376846,7.17763472234772,0,1,1,"Not significant"
"nelfcd",0.0877395770212344,5.97622359449631,0,1,1,"Not significant"
"nelfe",0.236702295304762,4.68761107165876,0,1,1,"Not significant"
"nemf",0.0422328205424671,4.56708845765144,0,1,1,"Not significant"
"nepro",-0.174575200883576,4.00859887636756,0,1,1,"Not significant"
"net1",-0.224929338797971,2.77623692225292,0,1,1,"Not significant"
"neu1",0.0739975273612137,5.42976139605352,0,1,1,"Not significant"
"neurl2",0.0313254422553443,0.227376945726794,0,1,1,"Not significant"
"neurl4",-0.00346197334146492,6.1467135471541,0,1,1,"Not significant"
"neuroblastoma breakpoint family member 6-like protein ",-0.0570495123753418,2.70645504329252,0,1,1,"Not significant"
"neurog1",-0.0405198392311565,-0.552895875604075,0,1,1,"Not significant"
"nfatc1",-0.327969951523629,5.92823650124293,0,1,1,"Not significant"
"nfatc2ip",-0.256616554442559,4.71130189597052,0,1,1,"Not significant"
"nfe2l1",-0.130534140363146,6.00768276082539,0,1,1,"Not significant"
"nfe2l2",0.0937477098231989,7.72128767381593,0,1,1,"Not significant"
"nfe2l3",-0.0192398534083185,2.65663818122806,0,1,1,"Not significant"
"nfic",0.0148853465564605,5.28555334061515,0,1,1,"Not significant"
"nfkb2",0.34425123567437,7.5563789758978,0,1,1,"Not significant"
"nfkbib",0.177298520889544,6.65068523399209,0,1,1,"Not significant"
"nfkbid",0.0876553087572969,4.59661488266769,0,1,1,"Not significant"
"nfkbie",0.0248932503493142,6.19797145052967,0,1,1,"Not significant"
"nfkbil1",0.154524343007957,4.47199364254999,0,1,1,"Not significant"
"nfrkb",-0.281144884980846,4.92026573695904,0,1,1,"Not significant"
"nfs1",-0.188532643834596,2.60994913801148,0,1,1,"Not significant"
"nfu1",0.201350914403337,3.77822688278695,0,1,1,"Not significant"
"nfx1",-0.15682307719909,4.58150233596898,0,1,1,"Not significant"
"nfxl1",-0.213360976659798,2.3072073411776,0,1,1,"Not significant"
"nfya",-0.151392844558279,3.38013523473843,0,1,1,"Not significant"
"nfyb",0.240526166824011,2.34950151829149,0,1,1,"Not significant"
"nfyc",0.00928043769804443,5.87682785936494,0,1,1,"Not significant"
"ngdn",0.0918061399665322,3.57062090967184,0,1,1,"Not significant"
"ngly1",0.200285413376285,4.5266558809291,0,1,1,"Not significant"
"nhej1",0.00931696344282473,2.23184537853511,0,1,1,"Not significant"
"nhlrc2",0.0561773005347379,2.99785504998165,0,1,1,"Not significant"
"nhlrc3",-0.239451242172295,4.04525550775783,0,1,1,"Not significant"
"nhp2",0.00289571945362788,4.43614583818024,0,1,1,"Not significant"
"niban2",0.0711315907668535,5.52431321852199,0,1,1,"Not significant"
"niban3",0.250680991676174,4.13415145342164,0,1,1,"Not significant"
"nicn1",0.144477702107875,2.71560022613064,0,1,1,"Not significant"
"nifk",-0.128369790325507,4.48268765778027,0,1,1,"Not significant"
"nin",-0.0912759111894896,6.37427301960699,0,1,1,"Not significant"
"nip7",-0.176578929871477,2.2152812674135,0,1,1,"Not significant"
"nipa2",0.089411051968276,3.8787817705751,0,1,1,"Not significant"
"nipal3",-0.3644723526672,4.37328841333017,0,1,1,"Not significant"
"nipsnap1",-0.0933834241619289,3.24148065369084,0,1,1,"Not significant"
"nipsnap2",0.0849353841589586,3.7867078786771,0,1,1,"Not significant"
"nipsnap3a",-0.234291533150761,3.88702752756147,0,1,1,"Not significant"
"nisch",-0.0755615269926126,7.41752280024866,0,1,1,"Not significant"
"nit1",-0.0248976564801389,3.82268680394526,0,1,1,"Not significant"
"nit2",-0.230503725531407,2.98296852523469,0,1,1,"Not significant"
"nkap",0.231345799375392,3.1386016596805,0,1,1,"Not significant"
"nkapd1",-0.0102477347553664,2.66172602325004,0,1,1,"Not significant"
"nkiras2",0.11317705181264,5.54826843285429,0,1,1,"Not significant"
"nle1",0.16584366251824,3.18269329119244,0,1,1,"Not significant"
"nlrp6",-0.0060266773132911,3.54635789284411,0,1,1,"Not significant"
"nlrx1",-0.0927516741633996,4.22902502224612,0,1,1,"Not significant"
"nmb",0.0767218741295803,2.89322380061131,0,1,1,"Not significant"
"nmd3",-0.0942050876659764,1.72658368979997,0,1,1,"Not significant"
"nme1",-0.168553262193684,3.82839018677797,0,1,1,"Not significant"
"nme2",0.134810737854098,5.120713658075,0,1,1,"Not significant"
"nme6",-0.200324302924312,3.37873749294029,0,1,1,"Not significant"
"nme7",0.0884466711670577,2.8715203964755,0,1,1,"Not significant"
"nme9",-0.144485052302872,1.06001687515247,0,1,1,"Not significant"
"nmnat1",-0.047027437363758,3.69126430397712,0,1,1,"Not significant"
"nmral1",0.0652967949524053,4.1088710485023,0,1,1,"Not significant"
"nmrk1",0.221210471497351,1.30708246920404,0,1,1,"Not significant"
"nmt1",-0.162116518210826,6.51925595742506,0,1,1,"Not significant"
"nnt",-0.42199896935115,4.67148458511191,0,1,1,"Not significant"
"noa1",-0.161866011343683,3.1932757631453,0,1,1,"Not significant"
"nob1",-0.0754202311162198,5.63803351925276,0,1,1,"Not significant"
"noc2l",-0.306780929217394,6.0795747959215,0,1,1,"Not significant"
"noc4l",-0.247641218099385,3.88727317930894,0,1,1,"Not significant"
"noct",0.043862766052877,5.96697033949489,0,1,1,"Not significant"
"nod1",-0.127536660596816,2.87021319161891,0,1,1,"Not significant"
"nod2",-0.249319197794993,6.59143871459011,0,1,1,"Not significant"
"nol10",-0.196885508269161,2.67257482402251,0,1,1,"Not significant"
"nol11",-0.274046501236949,4.63730287239515,0,1,1,"Not significant"
"nol12",0.245925915203752,4.94209570086913,0,1,1,"Not significant"
"nol4l",0.0144387909416128,4.31249059690108,0,1,1,"Not significant"
"nol7",0.0561915109239992,3.82902845274483,0,1,1,"Not significant"
"nol8",-0.160290834557138,5.11246147273312,0,1,1,"Not significant"
"nol9",-0.344305945622364,3.88637260867072,0,1,1,"Not significant"
"nom1",-0.280626058107523,4.01520619337268,0,1,1,"Not significant"
"nomo1",-0.0676931957579523,6.38539894671147,0,1,1,"Not significant"
"nono",-0.13755191129983,7.72816597147165,0,1,1,"Not significant"
"nop14",-0.186092818466611,4.546405292566,0,1,1,"Not significant"
"nop16",0.0731587360672918,3.03224975143673,0,1,1,"Not significant"
"nop2",-0.440302782116685,4.26710785359633,0,1,1,"Not significant"
"nop53",0.143648394799877,8.13209762834236,0,1,1,"Not significant"
"nop56",-0.284399462877051,6.51623332090805,0,1,1,"Not significant"
"nop58",0.0877765703808455,5.52753042052143,0,1,1,"Not significant"
"nop9",-0.017223520648348,4.77009345354002,0,1,1,"Not significant"
"nosip",0.190405647815846,6.13017882587515,0,1,1,"Not significant"
"note=protein of unknown function",0.00918473853268509,13.0813118382068,0,1,1,"Not significant"
"nova2",-0.133402748145682,-0.233151567754653,0,1,1,"Not significant"
"npc1",-0.00340462052348123,4.50019817544066,0,1,1,"Not significant"
"npepl1",0.181388674249963,4.70473921178088,0,1,1,"Not significant"
"npepps",-0.0583608079410132,5.57639403758792,0,1,1,"Not significant"
"npff",-0.0342003543405517,0.50395201060457,0,1,1,"Not significant"
"npl",0.0243156271037881,5.20973594828993,0,1,1,"Not significant"
"nploc4",0.0475343347069863,5.11704426845422,0,1,1,"Not significant"
"npm1",-0.111653915510576,6.55206143879706,0,1,1,"Not significant"
"npm3",0.205855871766458,4.67548797416099,0,1,1,"Not significant"
"nprl2",0.0928929515349717,5.65042438781595,0,1,1,"Not significant"
"nptn",0.205419870216204,4.66235878238052,0,1,1,"Not significant"
"nr1h2",0.35180781319864,7.17621483920462,0,1,1,"Not significant"
"nr2c1",-0.1415797157864,3.94520630536067,0,1,1,"Not significant"
"nr2c2ap",-0.183004003375129,2.06267669399365,0,1,1,"Not significant"
"nr4a1",-0.125313290571444,3.70649624993737,0,1,1,"Not significant"
"nr6a1",-0.140240010323952,2.78075174547299,0,1,1,"Not significant"
"nradd",0.0126028604558108,4.54267818712971,0,1,1,"Not significant"
"nras",-0.256569357527253,3.58544935943572,0,1,1,"Not significant"
"nrbf2",0.0596793656495751,3.87676743854251,0,1,1,"Not significant"
"nrbp1",0.105335069062352,7.44591518397501,0,1,1,"Not significant"
"nrbp2",0.146921683778095,3.49338047028066,0,1,1,"Not significant"
"nrdc",0.0076192530093655,7.23556268601893,0,1,1,"Not significant"
"nrde2",-0.0969374903335964,5.09927538946613,0,1,1,"Not significant"
"nrf1",-0.0193686390647851,4.4254027408499,0,1,1,"Not significant"
"nrip2",-0.0752516301961217,2.09514990043004,0,1,1,"Not significant"
"nrm",0.298382941332045,4.78137471307528,0,1,1,"Not significant"
"nrros",-0.299672142191514,7.34896334442623,0,1,1,"Not significant"
"nrsn1",-0.00559808534174092,-0.293277024965143,0,1,1,"Not significant"
"nsd2",-0.340632596792454,4.24173471456453,0,1,1,"Not significant"
"nsdhl",-0.32257922951406,2.62411187617764,0,1,1,"Not significant"
"nsfl1c",0.0118504446830778,6.50576354644852,0,1,1,"Not significant"
"nsmaf",-0.170236856383589,5.04151014445175,0,1,1,"Not significant"
"nsmce1",0.0295731921484821,4.94938999572121,0,1,1,"Not significant"
"nsmce3",0.203036346283856,2.39720613347414,0,1,1,"Not significant"
"nsmce4a",0.0519852884042065,4.65714721025011,0,1,1,"Not significant"
"nsmf",-0.0786896765135756,3.1750011936066,0,1,1,"Not significant"
"nsun2",-0.233181684718922,5.18019344625436,0,1,1,"Not significant"
"nsun4",-0.212614175174565,1.62059074982457,0,1,1,"Not significant"
"nsun5",-0.191215994585156,4.83802580080973,0,1,1,"Not significant"
"nsun6",-0.140054403472737,1.08829150908136,0,1,1,"Not significant"
"nt5c",0.136189883884565,2.96748768799312,0,1,1,"Not significant"
"nt5dc2",-0.107145950787364,2.62012762926931,0,1,1,"Not significant"
"ntaq1",-0.214451676757797,1.52977521520668,0,1,1,"Not significant"
"nthl1",-0.350694818866638,2.52112579640332,0,1,1,"Not significant"
"ntmt1",0.0132671661195487,3.75221992590235,0,1,1,"Not significant"
"ntpcr",-0.0788640208275135,1.52309700913875,0,1,1,"Not significant"
"nuak2",0.164160036853917,5.42291268343788,0,1,1,"Not significant"
"nub1",-0.277068396754828,6.77439494902391,0,1,1,"Not significant"
"nubp1",0.0192546479362559,4.74275056651508,0,1,1,"Not significant"
"nubp2",0.0136789736599736,4.65892409567706,0,1,1,"Not significant"
"nucb1",-0.287274512621124,7.7882736909627,0,1,1,"Not significant"
"nucb2",0.185088937305261,3.05483811669028,0,1,1,"Not significant"
"nucks1",-0.0260954510820453,4.90737069470366,0,1,1,"Not significant"
"nudc",-0.0311727461983056,5.73087115966644,0,1,1,"Not significant"
"nudcd2",0.123317151140224,2.00631222104229,0,1,1,"Not significant"
"nudcd3",0.0207077580713033,4.92808186418506,0,1,1,"Not significant"
"nudt13",-0.265412197301255,2.7360534367252,0,1,1,"Not significant"
"nudt15",-0.185833888333906,2.61470170724397,0,1,1,"Not significant"
"nudt16l1",0.246625749415948,2.6710063250866,0,1,1,"Not significant"
"nudt18",-0.0265190852964188,2.98493765648979,0,1,1,"Not significant"
"nudt2",0.0985924631922326,2.26217991361694,0,1,1,"Not significant"
"nudt21",-0.155165272201317,5.41862398264065,0,1,1,"Not significant"
"nudt22",0.158571116136501,3.79244764098794,0,1,1,"Not significant"
"nudt5",-0.203549070981119,4.00774238998253,0,1,1,"Not significant"
"nudt6",0.0791370748957951,2.42519957478037,0,1,1,"Not significant"
"nudt7",-0.0547608220255063,2.0105748195155,0,1,1,"Not significant"
"nudt9",0.0619467939913694,5.58477499214574,0,1,1,"Not significant"
"nufip1",-0.0741799400284098,2.29393687885098,0,1,1,"Not significant"
"numa1",-0.362295602586208,7.48290798024211,0,1,1,"Not significant"
"numb",0.12586244392147,7.78763966407394,0,1,1,"Not significant"
"nup107",-0.260304222983746,5.18928007864865,0,1,1,"Not significant"
"nup210l",-0.265931380560864,2.7454497981389,0,1,1,"Not significant"
"nup214",-0.128985735441963,5.78683865072028,0,1,1,"Not significant"
"nup35",0.136272776305942,0.941222083001285,0,1,1,"Not significant"
"nup37",-0.0127925257518431,3.73730933091274,0,1,1,"Not significant"
"nup42",-0.0228272292499945,3.19636740441445,0,1,1,"Not significant"
"nup43",-0.227460777609462,3.50342654254882,0,1,1,"Not significant"
"nup54",-0.0273533631356697,4.24268913325073,0,1,1,"Not significant"
"nup62",-0.0499912075896782,5.67661857718327,0,1,1,"Not significant"
"nup85",-0.099256887566149,4.7529038647035,0,1,1,"Not significant"
"nup88",-0.0274524843285171,6.34188034089939,0,1,1,"Not significant"
"nup93",-0.436506880924463,4.14047884840199,0,1,1,"Not significant"
"nup98",-0.106267934870987,6.6209115561036,0,1,1,"Not significant"
"nus1",-0.0522179556720626,3.44189940396412,0,1,1,"Not significant"
"nutf2",-0.0923299793082251,5.20203636204243,0,1,1,"Not significant"
"nvl",-0.0912588701540198,4.57518374350896,0,1,1,"Not significant"
"nxf1",-0.200953445192448,7.22710235762721,0,1,1,"Not significant"
"nxpe3",0.134726535076764,6.29867748724021,0,1,1,"Not significant"
"nxt2",-0.0462818564423987,0.0368321668729535,0,1,1,"Not significant"
"oard1",-0.042802500385096,3.40340400959983,0,1,1,"Not significant"
"oaz2",-0.158556334875938,4.60996022324228,0,1,1,"Not significant"
"ociad1",-0.0273817192090187,5.50162518879773,0,1,1,"Not significant"
"odr4",0.0771079257679981,3.05526235942985,0,1,1,"Not significant"
"oga",-0.230387516917304,7.2560036789386,0,1,1,"Not significant"
"ogdh",-0.00691231784725588,7.63752227993542,0,1,1,"Not significant"
"ogdhl",-0.162398625761597,2.60605976238654,0,1,1,"Not significant"
"ogfod1",-0.194122766049303,3.41584899207143,0,1,1,"Not significant"
"ogfod2",0.2804752272737,4.31961932995703,0,1,1,"Not significant"
"ogfod3",-0.0309685575209153,2.94803347741026,0,1,1,"Not significant"
"ogg1",0.0298130930451812,2.710382184478,0,1,1,"Not significant"
"oma1",0.00756980384308958,1.57747691230338,0,1,1,"Not significant"
"opa1",-0.339492393675954,4.56732497408824,0,1,1,"Not significant"
"opa3",-0.0682007142908279,3.15967284800572,0,1,1,"Not significant"
"oplah",0.136832540245117,4.44874965143063,0,1,1,"Not significant"
"opn3",-0.0502898662705213,4.48716583454412,0,1,1,"Not significant"
"optn",0.190940763539848,5.95923149776975,0,1,1,"Not significant"
"orai1",0.13641534907514,5.28986663045769,0,1,1,"Not significant"
"orai3",0.178117533624299,6.43350156050503,0,1,1,"Not significant"
"orc3",-0.0633201804702499,3.54419873370336,0,1,1,"Not significant"
"orc4",0.0950569582159106,2.35992387396584,0,1,1,"Not significant"
"orc5",-0.2580223482601,3.31870243026713,0,1,1,"Not significant"
"ormdl1",0.0664000436840486,2.34222255217759,0,1,1,"Not significant"
"ormdl2",0.223814062780984,5.04821970646635,0,1,1,"Not significant"
"os9",0.222621600756224,7.15099205616839,0,1,1,"Not significant"
"osbp",-0.34620143828004,4.96253972039728,0,1,1,"Not significant"
"osbpl10",0.249355441112384,4.21568474451764,0,1,1,"Not significant"
"osbpl11",-0.218103914815382,3.3320593379601,0,1,1,"Not significant"
"osbpl1a",0.118505199894959,3.92874318131385,0,1,1,"Not significant"
"osbpl2",0.108817712090752,6.26307167057609,0,1,1,"Not significant"
"osbpl3",0.0467690067005666,4.42524078104544,0,1,1,"Not significant"
"osbpl7",-0.308087379388803,5.00274260691076,0,1,1,"Not significant"
