"","logFC","AveExpr","t","P.Value","adj.P.Val","Significance"
"kiaa1671",0.419397116177876,-2.92262873323787,0,0.997459827233736,1,"Not significant"
"klhl35",-0.509331754296023,-2.56450548521688,0,0.997483401886334,1,"Not significant"
"sox1",0.425958671330509,-3.2127372032843,0,0.997489763770937,1,"Not significant"
"stradb",0.348228226076938,7.07155689827573,0,0.997496825025761,1,"Not significant"
"stmnd1",-0.318795674165322,-2.49248622021048,0,0.997504629094468,1,"Not significant"
"insyn2b",-0.35365996767427,-2.94814908486177,0,0.997509840139358,1,"Not significant"
"rax",-0.347190133769552,-2.02207195890141,0,0.997517528295378,1,"Not significant"
"cxorf66",-0.472179860322326,-2.84745449662802,0,0.997522314731286,1,"Not significant"
"dck",-0.709033291947784,1.77985462455286,0,0.997537186572127,1,"Not significant"
"pyy",0.380002668447674,0.39375004478155,0,0.997541258040194,1,"Not significant"
"ncr3lg1",-0.694713743397549,0.202360198226629,0,0.997542278238141,1,"Not significant"
"sh3d19",0.463844949123987,0.767811734587322,0,0.997548215460707,1,"Not significant"
"ttc30a",-0.4733368371071,-1.32008212516998,0,0.997581831294994,1,"Not significant"
"lcn6",0.661789869339111,2.75506417433665,0,0.997583892970827,1,"Not significant"
"dynlt3",0.727217564894341,1.41132739600223,0,0.997588140372968,1,"Not significant"
"nemp1",-0.582027526441109,1.03034965759665,0,0.99761007756706,1,"Not significant"
"flt4",-0.535841605993102,-2.51400258693303,0,0.997630252131741,1,"Not significant"
"tc2n",0.436436553883043,-3.24530964851021,0,0.997630715912783,1,"Not significant"
"itga3",0.661484543025015,0.771279638240882,0,0.997644194718363,1,"Not significant"
"iqce",-0.747478901262483,2.24101129457997,0,0.997652564173441,1,"Not significant"
"mybl1",-0.603285734357613,3.45812361443786,0,0.997691130824434,1,"Not significant"
"fstl1",-0.620258357264469,0.42311018305611,0,0.997692438995051,1,"Not significant"
"myct1",0.652682822739808,2.82991896384511,0,0.997692775010214,1,"Not significant"
"kcnc4",0.453070536633304,-2.98530666390074,0,0.997693937413224,1,"Not significant"
"chrdl2",-0.540353123812879,-2.65012498908299,0,0.997709882909657,1,"Not significant"
"klrk1",0.648564370318235,3.31959082202001,0,0.997722006867872,1,"Not significant"
"rps28",0.629329256010922,6.7911387821637,0,0.99772254958615,1,"Not significant"
"ctla4",-0.729812623509754,1.97623008645957,0,0.997733381783568,1,"Not significant"
"sox21",0.427764169736843,-2.55894063394604,0,0.997739060057148,1,"Not significant"
"ccdc200",-0.475149567633003,-3.22216616792055,0,0.997767353768126,1,"Not significant"
"h2bc7",0.144812007621981,-3.66130279093512,0,0.997777620826751,1,"Not significant"
"crybg2",-0.625607214718941,3.66648045653863,0,0.997792375418113,1,"Not significant"
"cyp2a6",-0.549852613970464,-1.04962503977456,0,0.997799461305514,1,"Not significant"
"cationic trypsin ",-0.435287330000965,-3.61280018993404,0,0.997802942702869,1,"Not significant"
"lamc1",-0.505746014774012,0.526947529507302,0,0.997803853961261,1,"Not significant"
"stag3",-0.670319918044693,1.99492755966301,0,0.997814950130437,1,"Not significant"
"gsta4",-0.72606331377794,4.24861629278252,0,0.997846262329791,1,"Not significant"
"dux1",0.322649133937678,-3.65724847455148,0,0.997851433356742,1,"Not significant"
"blk",0.613661172810061,3.01990614789397,0,0.997851915141548,1,"Not significant"
"npc1l1",0.444429736793013,0.0684089868342171,0,0.997860086807251,1,"Not significant"
"bub1",-0.661852283956695,2.37599158018966,0,0.997861862754847,1,"Not significant"
"izumo1",-0.500630685322705,-1.5515896079217,0,0.997880226570359,1,"Not significant"
"zmynd8",-0.623269673733996,0.00178560548211404,0,0.997905248697774,1,"Not significant"
"hint1",0.648833653243475,5.95731606880827,0,0.997918285925295,1,"Not significant"
"chst13",0.40197572115821,-3.35186721942321,0,0.99792012307745,1,"Not significant"
"apold1",-0.598881756077887,-1.05467096363419,0,0.997924587754357,1,"Not significant"
"cnga4",0.366756942937617,-1.43346521100655,0,0.997945815543445,1,"Not significant"
"prr14l",-0.583530166819926,4.7282286721272,0,0.997946503667506,1,"Not significant"
"ppp4r4",0.581939921484493,0.825622990377289,0,0.997958456510193,1,"Not significant"
"adam7",0.394106303577937,-3.3341392668469,0,0.997958946962986,1,"Not significant"
"dync1i1",0.407808304563059,-0.753968497338536,0,0.997963042689154,1,"Not significant"
"cep295nl",0.583204867101278,2.71409354687498,0,0.997964766112674,1,"Not significant"
"klk11",-0.521412621369686,0.298594266201057,0,0.997984728635099,1,"Not significant"
"camk2n1",0.642865278754665,0.389061501591843,0,0.997991351657725,1,"Not significant"
"mns1",0.588401790622529,-0.548413727286886,0,0.997992947878897,1,"Not significant"
"mitochondrial pyruvate carrier-like protein ",0.27616949705491,-4.33065937062014,0,0.998000591868961,1,"Not significant"
"kcng4",0.0889243932490373,-2.55470324042088,0,0.998004530720222,1,"Not significant"
"arg1",-0.479116831965999,-1.28431049420719,0,0.998008963802335,1,"Not significant"
"map4k3",-0.573231383491821,-0.816920513750673,0,0.998015568337721,1,"Not significant"
"ndufs5",0.643189090299869,4.76382586222886,0,0.998021694499328,1,"Not significant"
"aff4",-0.521932246191874,3.66428270105991,0,0.998025732663371,1,"Not significant"
"lrrc31",0.489939846233772,-0.758536188424657,0,0.998029684143404,1,"Not significant"
"slc7a1",-0.618550791571914,2.54729903561806,0,0.998031706954468,1,"Not significant"
"afap1",-0.451699378284817,-2.51914685419388,0,0.998033857262652,1,"Not significant"
"avpr1b",0.35446529146509,-2.73444614409313,0,0.998045106494021,1,"Not significant"
"lnp1",0.442824939993596,-2.87750587420684,0,0.998065418639942,1,"Not significant"
"mybpc2",0.696978674784947,0.221271167193831,0,0.998068753397086,1,"Not significant"
"rbpms2",0.343459648598757,1.79195792836305,0,0.998072741908585,1,"Not significant"
"qrich2",0.455759364914777,-2.77125092970594,0,0.998075343901273,1,"Not significant"
"col4a3",-0.521892731690317,-1.44719701110533,0,0.998093828654439,1,"Not significant"
"pcdha10",0.32987855347811,-3.37761356308056,0,0.998095764837271,1,"Not significant"
"cdc42bpb",-0.679593813910269,2.50182258707267,0,0.998096020954407,1,"Not significant"
"duox2",0.305073333945816,-3.57772675148647,0,0.998107691949672,1,"Not significant"
"sfrp4",-0.331223429479027,-3.31310033923883,0,0.998128702130034,1,"Not significant"
"grid2ip",-0.241621367306441,-2.56223223517368,0,0.998130217606809,1,"Not significant"
"jaml",0.721174360234603,9.4104051108628,0,0.998160030528003,1,"Not significant"
"unc5cl",0.0693718656864899,-2.37812702994746,0,0.998162410575579,1,"Not significant"
"tgtp2",-0.745172989419286,8.52676428347658,0,0.998162471508399,1,"Not significant"
"lama4",-0.592740308094208,-1.18789451403641,0,0.998162553397504,1,"Not significant"
"pmp22",-0.270602829155499,-2.81661998050721,0,0.998164610907754,1,"Not significant"
"clhc1",-0.592734964759007,0.217332941116202,0,0.998167029559023,1,"Not significant"
"cd200r1",0.741125593134367,5.70234407139935,0,0.998171277689361,1,"Not significant"
"fscn1",0.565493230561775,4.05086322248091,0,0.998173411829167,1,"Not significant"
"ccn6",-0.387508163177583,-1.94415195066726,0,0.998175097241191,1,"Not significant"
"fgf1",0.319868219645757,-1.93335036961362,0,0.998179450924075,1,"Not significant"
"maoa",0.457058851803613,0.16167899494087,0,0.998185801427896,1,"Not significant"
"rgcc",0.490433628981665,6.14932349411609,0,0.998190455739683,1,"Not significant"
"aifm3",0.345531091991455,-0.996143835514274,0,0.998195624295249,1,"Not significant"
"ffar3",0.617891879359624,3.21392612225286,0,0.998200369650777,1,"Not significant"
"shisa7",0.469440215048031,3.32349934703741,0,0.998204236992863,1,"Not significant"
"cby3",-0.50469547173041,-1.92358440949506,0,0.998212997855857,1,"Not significant"
"lpl",0.506557620172842,-0.830757081749673,0,0.998225634544122,1,"Not significant"
"rasgrp3",0.708387789310959,3.65567022046242,0,0.998273626997425,1,"Not significant"
"orai2",0.675950774804975,7.185349825567,0,0.998274837135534,1,"Not significant"
"arl14epl",0.221135603402217,-3.52438374242414,0,0.99827798123564,1,"Not significant"
"prkcz",0.708199522864143,1.56919545698818,0,0.998295921535524,1,"Not significant"
"otor",-0.469906479025713,-2.8928167885636,0,0.998309048917657,1,"Not significant"
"lmbr1",0.768929078346471,2.29909923396342,0,0.998309350983078,1,"Not significant"
"kcnt1",-0.53867462713683,4.38082587765476,0,0.998311483698951,1,"Not significant"
"commd6",0.563552443288474,0.534387112066181,0,0.998326530686106,1,"Not significant"
"nuak1",-0.432594755475987,-2.80090510998532,0,0.998327367262591,1,"Not significant"
"samhd1",-0.693901703047444,7.0600692231384,0,0.998352736323982,1,"Not significant"
"rab39a",0.319427028742793,0.803220233298884,0,0.998354508406564,1,"Not significant"
"smpdl3b",-0.512388005773122,-2.25912992284693,0,0.998358684921336,1,"Not significant"
"ska3",-0.605444956404734,0.562578880817438,0,0.998359219155884,1,"Not significant"
"ms4a10",0.432167856414325,0.388423778343734,0,0.99836075442247,1,"Not significant"
"scml4",-0.72614593491203,3.93553088905527,0,0.998362103251531,1,"Not significant"
"pipox",-0.326056409924226,-2.95004999988209,0,0.998365934953969,1,"Not significant"
"slc1a6",0.57405492903806,0.271302478624734,0,0.99838435238924,1,"Not significant"
"heatr4",-0.711491189902406,0.755928403200771,0,0.998388905931379,1,"Not significant"
"cxcr6",0.608162863279656,2.78027948862029,0,0.998395799096849,1,"Not significant"
"gpr174",-0.572248438171449,0.937797813002718,0,0.998403457823635,1,"Not significant"
"pgap1",-0.478183284671677,-2.15074598721105,0,0.998415186684274,1,"Not significant"
"fam187a",0.222990357086103,-2.49541754722179,0,0.998417514505354,1,"Not significant"
"rgs9",0.443809749249227,-2.56559484641653,0,0.998423858014502,1,"Not significant"
"tex13c",-0.492579640352366,-2.51878225044624,0,0.998441491108079,1,"Not significant"
"lad1",0.188940172446267,-2.53251767350316,0,0.998451081420081,1,"Not significant"
"zp4",0.341619010083996,-3.48784386860809,0,0.998457171058023,1,"Not significant"
"gramd2b",-0.678484180850014,3.58109664929304,0,0.998457338574131,1,"Not significant"
"tmem9",-0.592215484988923,0.994322608575185,0,0.998476172475889,1,"Not significant"
"fam110d",0.145210952208292,-3.18365831230258,0,0.998477304045643,1,"Not significant"
"fbxl22",-0.550838660166892,0.355602065100644,0,0.998489123761372,1,"Not significant"
"hbe2",-0.0634913776428845,0.514659802015979,0,0.998497653742267,1,"Not significant"
"scn4a",-0.558681677287784,0.0835876887876378,0,0.998509078508322,1,"Not significant"
"mesp1",-0.540310366006988,-1.58661512821086,0,0.998509342957947,1,"Not significant"
"cfap100",-0.489738428855497,-1.70207788631021,0,0.99851357805565,1,"Not significant"
"gzma",0.453602888891735,5.62294662884531,0,0.998522720261635,1,"Not significant"
"cideb",0.485082632244429,-2.77073735391742,0,0.998526147690224,1,"Not significant"
"il23r",0.301796397012249,-0.0576997976409934,0,0.99852855890714,1,"Not significant"
"ftl",0.455382189799197,12.3437495003166,0,0.998535536404905,1,"Not significant"
"cacna1c",0.330632244218509,-3.12415312959875,0,0.998536939266801,1,"Not significant"
"sh3yl1",0.522908802676501,-1.08354849488496,0,0.998537060772076,1,"Not significant"
"arhgef25",-0.424756781540951,-2.7986774784363,0,0.998556028189241,1,"Not significant"
"rnf11",0.27853442896178,7.77751230374808,0,0.998557913662267,1,"Not significant"
"sema5b",-0.35043876530872,-3.80767870135135,0,0.998560111344642,1,"Not significant"
"slc2a12",-0.644964663140099,0.195361580246783,0,0.998565004533587,1,"Not significant"
"hoxb5",0.503245331079416,-2.41434518418023,0,0.998565182414796,1,"Not significant"
"sec61g",0.62641825199528,4.1828742294478,0,0.998572063629892,1,"Not significant"
"atp5mg",0.598384581275266,6.26590697349397,0,0.9985842561755,1,"Not significant"
"capn5",0.546484986836866,4.47057341733126,0,0.998600983407434,1,"Not significant"
"ssc4d",0.490714560367803,-1.92460363062373,0,0.998601016307382,1,"Not significant"
"cemip",0.349522359436473,-3.30770312185791,0,0.998607988969727,1,"Not significant"
"carmil3",-0.362356155761061,-1.44173508754914,0,0.99861067855959,1,"Not significant"
"aff1",-0.535804173439381,5.17328048690547,0,0.998612061635969,1,"Not significant"
"gdf10",0.430424001632462,-1.32596814206131,0,0.998632281382094,1,"Not significant"
"myadml2",0.216031998502014,-3.54584711553681,0,0.998636099369331,1,"Not significant"
"nfil3",0.68962885513695,8.09701245962048,0,0.998637270558826,1,"Not significant"
"pdzd2",0.636118778501295,-0.120974919777107,0,0.998638861999473,1,"Not significant"
"krt85",0.64461541698475,2.37703101573938,0,0.998644292494666,1,"Not significant"
"pom121l2",0.516807327258924,2.8603552119573,0,0.998645123039836,1,"Not significant"
"fcrl2",0.404329850265877,-1.61248443841492,0,0.998667501246625,1,"Not significant"
"etv5",0.450396844942613,-2.82129763461285,0,0.998674740859757,1,"Not significant"
"ago2",0.280568414308751,8.04040506627987,0,0.998679761815671,1,"Not significant"
"ndufa7",0.391576237657289,6.71019335561592,0,0.998689649267726,1,"Not significant"
"mpzl1",-0.626358887861734,0.942685719856452,0,0.998692380102167,1,"Not significant"
"or10c1",-0.44747767121339,-3.10667954618357,0,0.998695179341005,1,"Not significant"
"filip1",0.408664217099258,-2.68787868609209,0,0.998701302721235,1,"Not significant"
"ncr1",-0.613440078603031,2.95918219103425,0,0.998711561471019,1,"Not significant"
"gprin3",-0.694168969548183,3.49581423884398,0,0.998719527974056,1,"Not significant"
"pdzk1",0.61368101506353,2.94264459660185,0,0.998747258930982,1,"Not significant"
"synpo",-0.6927729925823,5.90785297082416,0,0.998749861923058,1,"Not significant"
"atf7ip",-0.647017634006898,4.40718725892263,0,0.998751343540397,1,"Not significant"
"aknad1",-0.37779612988896,-3.5146613162348,0,0.998751353422887,1,"Not significant"
"lag3",-0.343232702174571,6.58069475010074,0,0.998777910557967,1,"Not significant"
"cdh5",-0.314157210449022,-3.65389412616658,0,0.998785744153835,1,"Not significant"
"bbip1",0.657143770872012,1.99196878984418,0,0.998791861119729,1,"Not significant"
"vps13b",-0.451946934088319,1.09281541746412,0,0.998796937247667,1,"Not significant"
"cebpd",0.610012656897703,8.07922071292412,0,0.99880285880498,1,"Not significant"
"def8",0.678351051187914,6.12294164254674,0,0.998803089326626,1,"Not significant"
"mamld1",-0.508887489808714,0.0120677799928095,0,0.998803407528407,1,"Not significant"
"wnt10b",0.420847055925496,-2.65976376940454,0,0.998803790272814,1,"Not significant"
"irf7",-0.438744902334037,7.94496946193779,0,0.998805447577634,1,"Not significant"
"mmp12",0.160380013902679,-0.56981319661523,0,0.998818622902686,1,"Not significant"
"glrx",0.631661888498257,5.34634946442245,0,0.998828019729942,1,"Not significant"
"denr",0.46420416257119,5.01137581275699,0,0.998831942719466,1,"Not significant"
"rnf123",0.227706290939792,7.46418587822821,0,0.998832031249621,1,"Not significant"
"stkld1",-0.620943813407853,2.27690349904033,0,0.99883286540443,1,"Not significant"
"muc16",0.199284678841424,-3.93758631429838,0,0.998832892139784,1,"Not significant"
"card19",0.676787197277226,5.15380700565839,0,0.998833023741998,1,"Not significant"
"rps23",0.61453198861953,8.10870131188924,0,0.998836545576373,1,"Not significant"
"clec2b",-0.644255527183754,2.79146376908207,0,0.998840252312812,1,"Not significant"
"zscan20",-0.587969273646906,-0.769795186486397,0,0.998856534920853,1,"Not significant"
"kcnq4",-0.329350433756348,-1.88534515271507,0,0.998870065497691,1,"Not significant"
"klhl42",-0.5656911370981,0.659874822845083,0,0.998886699611979,1,"Not significant"
"dnase1l3",-0.269107473482312,2.94118064039367,0,0.998888185979541,1,"Not significant"
"rps4",0.575643515740014,9.85336959056558,0,0.998914040245549,1,"Not significant"
"coro2b",-0.31593783087856,0.0436005939669089,0,0.998937620351488,1,"Not significant"
"b3gnt8",0.560706087133196,4.12635875706888,0,0.998946536638868,1,"Not significant"
"ddx21",-0.688342289682716,4.09918991067823,0,0.998948463236214,1,"Not significant"
"tent5c",0.209465202901572,6.86906917761036,0,0.998954746338634,1,"Not significant"
"ttyh2",-0.454285948363398,-0.827440891300066,0,0.998956760308893,1,"Not significant"
"znf618",-0.599752678994691,2.19717808241221,0,0.998956871122722,1,"Not significant"
"tpbgl",-0.456296671666296,-0.179640113040287,0,0.998958990098246,1,"Not significant"
"kiaa1614",0.379159515971395,-2.93511273359221,0,0.99895949020485,1,"Not significant"
"fancd2",-0.706236800392092,2.55832614869912,0,0.998961270380589,1,"Not significant"
"akap11",-0.589951464605365,4.37519319264728,0,0.998961529191314,1,"Not significant"
"cyb5r2",-0.367077011389512,-3.54729305989397,0,0.998969813400971,1,"Not significant"
"gins3",-0.639696170668272,-0.351166193617047,0,0.998972501474305,1,"Not significant"
"pdzd9",-0.582014918896383,-1.5747754136125,0,0.998979699494046,1,"Not significant"
"rps2",0.554030632495309,10.6185825760155,0,0.998981310629883,1,"Not significant"
"trav24",-0.408330698612885,-0.458072102165874,0,0.998983444222843,1,"Not significant"
"cyp4f6",0.631866945517814,8.55935422227657,0,0.999002430500316,1,"Not significant"
"rufy4",0.494396777182338,-1.58107478565178,0,0.999006187606862,1,"Not significant"
"rps21",0.583014076687879,8.12666033416782,0,0.999020625121498,1,"Not significant"
"xpo7",-0.442263601137943,6.57520459246213,0,0.999028781530681,1,"Not significant"
"efemp2",-0.482629123813565,-1.98354477438007,0,0.999029919856491,1,"Not significant"
"lcn10",0.56549954972259,2.54518399116178,0,0.999030971083644,1,"Not significant"
"mef2b",0.652171519377907,0.30832751110769,0,0.999036688260889,1,"Not significant"
"bicdl2",0.410325465915453,-1.58406256998275,0,0.99903913489251,1,"Not significant"
"adgra2",-0.710891074029881,1.67090721840706,0,0.999042016712069,1,"Not significant"
"il20rb",0.425659396785142,1.10705314610834,0,0.999046457053373,1,"Not significant"
"kazald1",0.674003565463639,1.44992726227445,0,0.999047845778668,1,"Not significant"
"lama5",-0.653742056808492,7.23160183929092,0,0.999048046553646,1,"Not significant"
"cd226",-0.581103781033326,2.3937589542054,0,0.999050291515494,1,"Not significant"
"htr2a",0.527076268664352,1.03910421121685,0,0.999055372142841,1,"Not significant"
"shtn1",0.652765702104155,2.55763573191144,0,0.999067953409344,1,"Not significant"
"tnfrsf11a",0.527202083476694,-0.59107320288188,0,0.999069613836575,1,"Not significant"
"or2ag1",-0.461530391467794,-0.510681083620208,0,0.99906967481314,1,"Not significant"
"bpifc",0.364404525630488,-2.90285537461069,0,0.999070565482922,1,"Not significant"
"sec11c",0.745617118894877,4.07963788620397,0,0.999072991332888,1,"Not significant"
"fam174b",-0.421127061560864,-1.61918483394561,0,0.999077219635015,1,"Not significant"
"prickle2",0.402860023595653,-3.4742867034593,0,0.999081182570406,1,"Not significant"
"c17orf47",0.161779448854086,-3.83448753163307,0,0.999082322918808,1,"Not significant"
"il1rl2",-0.356295825203904,-3.18239181674543,0,0.999088584513044,1,"Not significant"
"krt8",-0.495086463792616,-1.94748714258936,0,0.999090238250137,1,"Not significant"
"eva1b",0.682193841842067,3.76702570390316,0,0.999090671522606,1,"Not significant"
"acp1",0.500111600005062,4.85228258884658,0,0.999103548792263,1,"Not significant"
"fcgr2b",0.614228210327629,2.41173398890452,0,0.99911855932298,1,"Not significant"
"tsku",0.310241373164402,-1.6758206380129,0,0.999124304759231,1,"Not significant"
"atp6v1g1",0.66415009799982,6.33278962653498,0,0.999129758648753,1,"Not significant"
"chrm3",-0.445406878215186,0.326425057999555,0,0.999131506377541,1,"Not significant"
"isg15",-0.281359716620884,9.1569738919927,0,0.999133218027795,1,"Not significant"
"ptpn21",-0.308165208069816,0.427029025321145,0,0.999134141439902,1,"Not significant"
"slc9a3r2",-0.671454978323165,2.03665022793455,0,0.999134523493972,1,"Not significant"
"treml1",0.511084576490465,6.31970223696201,0,0.999135684348905,1,"Not significant"
"mcm4",-0.700604973294966,4.78152315188142,0,0.999136963713071,1,"Not significant"
"pax8",0.306413162576349,-2.2037678298714,0,0.999137200350941,1,"Not significant"
"fam205a",0.186642622347653,-2.30259308983178,0,0.999140123749684,1,"Not significant"
"dcbld2",-0.578738815579313,0.0964848561562602,0,0.999142447966776,1,"Not significant"
"rnf207",-0.484358184981381,1.62514688670942,0,0.999146562328312,1,"Not significant"
"ckm",0.44382013144652,-2.06501113551309,0,0.999147201729166,1,"Not significant"
"otud3",-0.580359329462824,1.10218272856672,0,0.999151438933521,1,"Not significant"
"gart",-0.649895572052494,4.909598490085,0,0.99915377641292,1,"Not significant"
"ccdc162",-0.495918906860022,-0.788083563172961,0,0.99915882310007,1,"Not significant"
"arhgef40",-0.595934380294908,4.31940857233956,0,0.999161318304923,1,"Not significant"
"sptbn1",-0.704035002858296,6.62464684936485,0,0.999176204491228,1,"Not significant"
"bco1",-0.596083830518731,0.53087396945833,0,0.999177312164775,1,"Not significant"
"slc6a20",-0.30138708006569,-3.44263382138976,0,0.999177850325548,1,"Not significant"
"znf660",-0.358382357823801,-2.83171793606213,0,0.999179236403809,1,"Not significant"
"scg3",-0.197408261651381,-1.95119527512613,0,0.999180591412401,1,"Not significant"
"tdrd5",-0.336059531642171,-2.73296120956696,0,0.999187435198056,1,"Not significant"
"nexn",0.47527411357015,-2.26438461619076,0,0.999191962788502,1,"Not significant"
"krt42",0.458484186680737,-0.720498585657139,0,0.999197287374622,1,"Not significant"
"lmo7",-0.394013457040599,-1.8099086059572,0,0.999200993049353,1,"Not significant"
"zbtb32",0.660966063979531,3.51811015023407,0,0.999203453892614,1,"Not significant"
"slc7a3",0.0792669316649577,3.72579398439525,0,0.999209732905147,1,"Not significant"
"cysltr2",-0.486630989988053,-0.368914167968969,0,0.9992136052132,1,"Not significant"
"sfn",0.387051750383465,-2.27212491553355,0,0.999214108746269,1,"Not significant"
"gstm5",0.30617932617641,-2.91079915520383,0,0.999216015284495,1,"Not significant"
"gnat2",-0.466660273763221,0.524167435107056,0,0.999222827942985,1,"Not significant"
"hoxa4",0.315766469431465,-2.62602966365668,0,0.999225921752774,1,"Not significant"
"rhex",0.616050859893783,4.99704906044821,0,0.999226205524009,1,"Not significant"
"vipr1",-0.286496079575941,-2.49989732373344,0,0.999229436225127,1,"Not significant"
"il17re",0.722023543255475,4.0180343106048,0,0.999232095314593,1,"Not significant"
"ptprn",-0.517313499025384,-1.30001967789047,0,0.999233517374664,1,"Not significant"
"klkb1",-0.402851893087403,-2.16807194854676,0,0.999235004339725,1,"Not significant"
"hpd",0.117541404102476,-2.05240848041728,0,0.999235480898846,1,"Not significant"
"strip2",-0.514167236305593,-1.14677273775723,0,0.999235788123085,1,"Not significant"
"cd28",-0.7290242256164,3.74001993625951,0,0.999241663166675,1,"Not significant"
"prrx2",0.275202973432138,-3.32303528774283,0,0.999246766342885,1,"Not significant"
"xk",0.543188928193223,3.25165888716792,0,0.999250779061891,1,"Not significant"
"ip6k3",-0.392940100024414,-3.62499045018354,0,0.99925750751655,1,"Not significant"
"nudt12",-0.466744497443699,-1.472126097604,0,0.999258380763702,1,"Not significant"
"spart",-0.812491683327131,3.81658617644865,0,0.999258746815926,1,"Not significant"
"scgb3a1",-0.522760073988135,-1.75202791355226,0,0.999258981595568,1,"Not significant"
"clgn",0.495152885882074,0.537574877635042,0,0.99926083046106,1,"Not significant"
"plppr2",0.624323033993876,-0.739567052915806,0,0.999261917488123,1,"Not significant"
"leng9",0.725708586573897,0.994509449373492,0,0.999262852280614,1,"Not significant"
"rdm1",-0.413411437795401,-1.72367130219672,0,0.999265578888323,1,"Not significant"
"l1td1",-0.33924703968144,-3.24920642786249,0,0.99926622879996,1,"Not significant"
"six5",0.542380607227373,-1.66387389590905,0,0.99927543074219,1,"Not significant"
"plekhb1",0.694316914607008,1.93542633797141,0,0.999276806944999,1,"Not significant"
"iqgap3",-0.660358271587912,1.89813232917551,0,0.999278603521829,1,"Not significant"
"c11orf16",-0.420944944943138,-2.45646093423346,0,0.999284657679842,1,"Not significant"
"dyrk4",0.544216216723569,-0.896698611810574,0,0.999288070129554,1,"Not significant"
"rab36",0.320072338604632,-3.02049241530552,0,0.999292484431018,1,"Not significant"
"c1r",0.289524186511819,-2.74302566765884,0,0.999300532356898,1,"Not significant"
"c20orf96",0.578382722909692,2.82925907328,0,0.999300609031614,1,"Not significant"
"sh3bp4",-0.600281411721961,3.15281980026183,0,0.999301814910363,1,"Not significant"
"myot",-0.41957156718166,-2.44248302682736,0,0.999303995551798,1,"Not significant"
"irf4",0.582286689553111,3.56096814318993,0,0.999305001379631,1,"Not significant"
"cfap52",0.406632536910509,-3.30811490647643,0,0.999309364478221,1,"Not significant"
"sh3pxd2a",-0.257487445592894,-0.781820462856114,0,0.999309516138223,1,"Not significant"
"zc3hav1l",-0.422174184298547,-0.748888409194325,0,0.999311110905937,1,"Not significant"
"tent5b",0.0125052719021661,-1.04047163606666,0,0.999316910497224,1,"Not significant"
"pde1b",0.39126891327291,-2.69385659517022,0,0.999317328329445,1,"Not significant"
"chmp3",0.645813172918787,4.45503418691424,0,0.999317698947225,1,"Not significant"
"rpl21",0.529201476032945,9.67777564818634,0,0.999318176075337,1,"Not significant"
"mpc2",0.667299561350545,5.24726211902177,0,0.999319808556038,1,"Not significant"
"treh",-0.369107589157388,-2.21931691797725,0,0.999323475657544,1,"Not significant"
"dscaml1",-0.228360045967586,-2.02604523163017,0,0.999326393397011,1,"Not significant"
"trav38-1",-0.570220953614071,1.31295456538906,0,0.999334045771459,1,"Not significant"
"piwil2",-0.394822554549806,-2.89026789162543,0,0.999336432791923,1,"Not significant"
"mapk15",0.0612726727774353,-4.06101476888334,0,0.999338566496873,1,"Not significant"
"clec14a",0.369400936376769,-2.38936245879706,0,0.999340949411553,1,"Not significant"
"cxcl2",0.597468632753188,8.31948556913311,0,0.999341057748062,1,"Not significant"
"ptprh",-0.171089281003621,-2.98923314498666,0,0.999341739533183,1,"Not significant"
"gag-pro-pol",-0.260525191960393,-2.28992544065717,0,0.99934212057694,1,"Not significant"
"cldn23",0.272983365292126,0.168723010329676,0,0.999351574223674,1,"Not significant"
"fech",0.133919700635265,7.49980422965571,0,0.99935727873032,1,"Not significant"
"h2ac18",0.499897660537974,6.48331416452286,0,0.99935789732274,1,"Not significant"
"vstm1",-0.395632322603892,-0.33972579996072,0,0.999358644034947,1,"Not significant"
"cttnbp2",0.405190039774641,-1.90881905913261,0,0.999359681930998,1,"Not significant"
"klrg1",0.68208773554804,2.44126959727793,0,0.999361626531906,1,"Not significant"
"shprh",-0.430646625654997,2.955965603726,0,0.999362311682876,1,"Not significant"
"ccdc168",-0.444107175441703,-1.55576856723695,0,0.999362511657755,1,"Not significant"
"col16a1",-0.59453334617666,1.20676784646343,0,0.9993631949781,1,"Not significant"
"golm1",-0.618856058760595,-0.13907421907831,0,0.999369524122099,1,"Not significant"
"tnnt3",-0.346912110515242,-2.09244243438769,0,0.999370312243349,1,"Not significant"
"upf0705 protein c11orf49 homolog ",-0.418006661260054,-3.31590119494674,0,0.999372680734189,1,"Not significant"
"gucy1b2",-0.40057520994388,-2.2646890119641,0,0.99937397627505,1,"Not significant"
"rhbdl3",0.362903258552502,-3.76858914902449,0,0.999375977097006,1,"Not significant"
"cdc20b",-0.245934910734955,-3.80273908092107,0,0.9993795840326,1,"Not significant"
"enpp3",0.140085971974135,-3.78928782685675,0,0.999384722958851,1,"Not significant"
"isg20",0.548149634958566,11.5671335071713,0,0.999387953576387,1,"Not significant"
"nudt8",0.611605823122151,4.86315354528908,0,0.99939999024882,1,"Not significant"
"putative uncharacterized protein loc400499 (",-0.37252771789428,2.24993501926266,0,0.999403216334549,1,"Not significant"
"pole",-0.614307752483876,4.24926145133383,0,0.999408652075222,1,"Not significant"
"fam131c",-0.263542287328805,-3.60768599702706,0,0.999409076792962,1,"Not significant"
"tns2",-0.470159996449508,1.12712671759822,0,0.999409334441011,1,"Not significant"
