"","PC1","PC2","Sample","lib.size","norm.factors","ID","rna_lib_type","rna_batch","pair","mother","sex","date_birth","remark","year","ID_tp","ID_tp.1","group","sample_collection_date","sample_collection_Dec_days","delta_days_samples","age_days","tissue","colony","life_history_stage","WBCin10_total","WBCin10_Neutro","WBCin10_Eo","WBCin10_Baso","WBCin10_Lympho","WBCin10_Mono","Diff_Neutro","Diff_Eo","Diff_Baso","Diff_Lympho","Diff_Mono","TimeTo100","WBC_ratio","WBC_ratio_log"
"56",6.58067796652573,24.6642496440542,"FWB12_FWB_mum_start_2019B",35474366.6888932,1.17170627400805,"FWB12","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCokaE","FWB12_N12",NA,"F",NA,NA,"2019","FWB12_1","FWB12_1","Day 0","18-12-2019",18,0,NA,"blood","FWB","Mother","3","2","0","0","0","1",45,7,1,36,11,"42",1.77777777777778,0.575364144903562
"57",63.8986418081782,7.60215284271744,"FWB12_FWB_mum_end_2019B",23041034.3687884,1.34080825944887,"FWB12","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","FWB12_N12",NA,"F",NA,NA,"2019","FWB12_2","FWB12_2","Day 60","19-02-2020",81,63,NA,"blood","FWB","Mother","3","1","2","0","0","0",45,15,6,29,5,"17",2.44827586206897,0.895384047054841
"58",-64.1076745491199,-30.0448660110785,"FWB14_FWB_mum_start_2019B",16541159.4013545,0.970784100946739,"FWB14","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","FWB14_N14",NA,"F",NA,NA,"2019","FWB14_1","FWB14_1","Day 0","12-12-2019",12,0,NA,"blood","FWB","Mother","1","1","0","0","0","0",54,7,2,32,5,"30",2.125,0.75377180237638
"59",81.4927518176514,-33.990196452293,"FWB14_FWB_mum_end_2019B",27638684.6216724,1.4975356315646,"FWB14","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","FWB14_N14",NA,"F",NA,NA,"2019","FWB14_2","FWB14_2","Day 60","27-02-2020",89,77,NA,"blood","FWB","Mother","4","0","0","0","4","0",36,8,1,48,7,"23",1.08333333333333,0.0800427076735364
"60",-39.2245179077234,18.4836714182466,"FWB15_FWB_mum_start_2019B",16279594.3803995,0.956705001553327,"FWB15","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","FWB15_N15",NA,"F",NA,NA,"2019","FWB15_1","FWB15_1","Day 0","12-12-2019",12,0,NA,"blood","FWB","Mother","6","5","1","0","0","0",51,13,0,30,6,"12",2.33333333333333,0.847297860387204
"61",28.1453580611695,-22.3460349179684,"FWB15_FWB_mum_end_2019B",15457436.5533368,1.185592276905,"FWB15","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","FWB15_N15",NA,"F",NA,NA,"2019","FWB15_2","FWB15_2","Day 60","17-02-2020",79,67,NA,"blood","FWB","Mother","3","1","0","0","1","1",51,7,4,28,10,"23",2.57142857142857,0.944461608840852
"62",-24.3830000666792,21.9297932366134,"FWB17_FWB_mum_start_2019B",14404004.9578114,0.992676145351124,"FWB17","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","FWB17_N17",NA,"F",NA,NA,"2019","FWB17_1","FWB17_1","Day 0","12-12-2019",12,0,NA,"blood","FWB","Mother","3","1","1","1","0","0",59,5,1,29,6,"15",2.44827586206897,0.895384047054841
"63",18.4853971197917,-27.7709023050819,"FWB17_FWB_mum_end_2019B",19103770.8293202,1.21378379936677,"FWB17","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","FWB17_N17",NA,"F",NA,NA,"2019","FWB17_2","FWB17_2","Day 60","06-02-2020",68,56,NA,"blood","FWB","Mother","4","1","2","0","1","0",27,26,0,40,7,"16",1.5,0.405465108108164
"64",-100.904042627741,25.0342681333885,"FWB19_FWB_mum_start_2019B",14469441.1178931,0.711086116970324,"FWB19","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCutzE","FWB19_N19",NA,"F",NA,NA,"2019","FWB19_1","FWB19_1","Day 0","18-12-2019",18,0,NA,"blood","FWB","Mother","2","1","1","0","0","0",41,13,0,40,6,"22",1.5,0.405465108108164
"65",-1.54625055997094,-14.0594480080444,"FWB19_FWB_mum_end_2019B",13220430.4812782,0.806180670623175,"FWB19","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCuueE","FWB19_N19",NA,"F",NA,NA,"2019","FWB19_2","FWB19_2","Day 60","19-02-2020",81,63,NA,"blood","FWB","Mother","2","2","0","0","0","0",31,13,0,47,9,"19",1.12765957446809,0.120144311842063
"66",-35.9934249099491,14.3186621305402,"FWB21_FWB_mum_start_2019B",20861908.7927882,0.970800126006495,"FWB21","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","FWB21_N21",NA,"F",NA,NA,"2019","FWB21_1","FWB21_1","Day 0","20-12-2019",20,0,NA,"blood","FWB","Mother","1","0","0","0","0","1",61,13,0,19,7,"21",4.26315789473684,1.450010175506
"67",60.2134143054206,-19.7711309406608,"FWB21_FWB_mum_end_2019B",25578393.9358831,1.28055393235113,"FWB21","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCuueE","FWB21_N21",NA,"F",NA,NA,"2019","FWB21_2","FWB21_2","Day 60","17-02-2020",79,59,NA,"blood","FWB","Mother","1","0","1","0","0","0",29,5,4,51,11,"39",0.96078431372549,-0.0400053346136991
"68",-7.39326250221385,-30.7382571675249,"FWB22_FWB_mum_start_2019B",30468524.1053342,1.28780606040138,"FWB22","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","FWB22_N22",NA,"F",NA,NA,"2019","FWB22_1","FWB22_1","Day 0","20-12-2019",20,0,NA,"blood","FWB","Mother","3","1","0","0","1","1",45,5,0,33,17,"32",2.03030303030303,0.708185057924486
