"","logFC","AveExpr","t","P.Value","adj.P.Val"
"rnase6",-1.06291840662699,13.3773067787046,-4.96005796216706,7.83313125591468e-07,4.43959398849801e-05
"isg20",-1.16155993639405,11.5867288123665,-4.95901578351405,7.87038097596783e-07,4.44079219443114e-05
"loxl2",-0.958658504135779,1.8074310190188,-4.95026754443172,8.18990278757461e-07,4.58018501469715e-05
"slc15a3",-0.903430168671129,8.27973162395006,-4.94816871525185,8.26840994779085e-07,4.60371952996161e-05
"fbxl22",-1.2479010093062,0.340627912213581,-4.94039292101139,8.56566877031445e-07,4.72757587720543e-05
"amdhd2",-0.859752821202141,5.75168071824035,-4.93641900536891,8.7215577047938e-07,4.77241973527598e-05
"chpt1",-0.931398110881016,6.97291729766067,-4.93524987919791,8.76794102929565e-07,4.77241973527598e-05
"tyrobp",-0.974837667365723,10.3170169745819,-4.93449649023167,8.79795710356281e-07,4.77241973527598e-05
"tnfsf13",-0.954217429090032,4.11322331834255,-4.92993970819476,8.98163846342117e-07,4.85123626235813e-05
"tmem229a",-1.4940695793762,-0.380067333780947,-4.92529079582512,9.17285913265085e-07,4.93343687564145e-05
"bcan",-1.12954693273676,3.79442288004612,-4.92014732431771,9.3890165680723e-07,5.02829577982482e-05
"stmnd1",-1.63344258431993,-2.50003528161923,-4.90925546008165,9.86315759979007e-07,5.2159183641735e-05
"dnah17",-0.963657562604528,5.92746751191757,-4.8878888361751,1.08615361745838e-06,5.62618670944935e-05
"trip10",-0.823479776155025,6.06845180895271,-4.88363344909795,1.1071737170754e-06,5.71166065719017e-05
"c4bpa",-1.46853034063279,0.439755107957951,-4.8755631283672,1.14812482960474e-06,5.89884135015215e-05
"tm4sf5",-1.3612764989992,0.24873006434805,-4.87296236645005,1.1616313938605e-06,5.94407254534528e-05
"tlr8",-0.878477383156284,8.17304150834902,-4.86611601114496,1.19792593577962e-06,6.08055658727653e-05
"irf7",-1.34167208696699,7.95280992559481,-4.86511769550288,1.20330913097921e-06,6.08344964257849e-05
"zcchc12",-1.09557755121522,5.75459647818848,-4.85425508914079,1.26341720620801e-06,6.36188448974626e-05
"rnase1",-1.27783725163109,1.84780593669138,-4.79080760777232,1.67697130913998e-06,8.21520944814734e-05
"hide1",-0.902550319714639,6.58013566543173,-4.77988962943424,1.76023945916791e-06,8.56754113904318e-05
"padi4",-1.19087645881833,6.8302608290958,-4.77450308781802,1.80277932667885e-06,8.73001069344596e-05
"gfra3",-1.04339939307441,5.49159934813762,-4.76887163780452,1.84831509397027e-06,8.88245417212554e-05
"ddah2",-0.884817801821318,4.36414162348949,-4.76518594142532,1.87871714156922e-06,8.96041734048809e-05
"arrb2",-0.782708825024736,9.58214270625569,-4.75295226857781,1.98313115204842e-06,9.42285512433832e-05
"ly86",-1.02740531252383,6.62109202320039,-4.7503543699972,2.00601489758812e-06,9.49588849835814e-05
"tom1",-0.875562361821143,7.71323213751753,-4.74333541893215,2.06912458843212e-06,9.7580842064155e-05
"sema6c",-0.95956691639256,1.98592377666924,-4.73598429275846,2.13727572103167e-06,0.000100420177836875
"tsen34",-0.813702094386441,6.63247960255778,-4.70877772815306,2.40886491270229e-06,0.000111522504145217
"aif1",-0.978344332329252,6.76137578144495,-4.70526634160411,2.44625633190515e-06,0.000112840269266238
"chmp3",-0.961185896266191,4.47493115819546,-4.69640072434842,2.54317290647366e-06,0.000116040297346284
"gpat3",-0.908014542401515,5.85745922555323,-4.6942120827059,2.56766299063799e-06,0.000116736304095948
"rhoc",-0.925981449220137,5.66115851019062,-4.6786009384373,2.74906718618379e-06,0.000123675182600201
"ttc38",-0.925094016208646,5.1018565795543,-4.64705911698334,3.15406394526333e-06,0.00014036695142318
"dok3",-0.880754362565923,7.97416113119193,-4.63926451611713,3.26268500892633e-06,0.000144691494132701
"srpx",-0.927530524618393,2.08760154609189,-4.63397347339464,3.33846384719492e-06,0.000147534421554883
"zmynd15",-1.24416876150798,-0.460888364726792,-4.63130582104323,3.37731093729456e-06,0.000148731125214167
"csf3r",-0.883913464802184,12.4175920046232,-4.60717849991877,3.74902899981091e-06,0.000161720059824608
"hdac5",-0.758549647822452,8.39670817881381,-4.58847288523859,4.06404776648164e-06,0.000174120338035801
"gmnn",-0.849885667975351,2.41291729059496,-4.57868572686465,4.23888309755706e-06,0.000180929878914009
"evi2b",-0.795360109228826,8.79566497319082,-4.5779882232998,4.25161595359291e-06,0.000180929878914009
"tcirg1",-0.860292698382445,9.87961979041168,-4.56672197370002,4.46245545772761e-06,0.000189265015202078
"sh2b2",-0.846530634904027,6.45747357186595,-4.54769827924877,4.84152389662008e-06,0.000204655587054786
"marcks",-0.949894935636422,7.9004830008099,-4.51918980399192,5.46818873424632e-06,0.000228093852845344
"renbp",-0.818882669942711,5.59533320336391,-4.51678771371311,5.52441794105427e-06,0.000229681310384819
"card19",-0.934418316592605,5.17742451045056,-4.50233185212733,5.8747398332657e-06,0.000243445366402115
"arhgap9",-0.758050900906573,8.30330903045249,-4.49589448527961,6.03753144094523e-06,0.000248561432840739
"lamtor4",-0.897479336606011,6.60701900653314,-4.48604428844175,6.29505721309311e-06,0.000256655574568657
"taldo1",-0.86744075275427,9.93959910168103,-4.48047409989786,6.44532804520343e-06,0.000261937302775968
"ifi27l2",-1.10225564805625,8.67236275289324,-4.45500808519456,7.17739939866886e-06,0.000289824763577558
"adm",-1.21939331370257,-1.33925136453911,-4.43779624985205,7.71676906250009e-06,0.000310612242614454
"tacc2",-0.973016066779,6.28392220161278,-4.42979964451415,7.98041493799351e-06,0.000320204648893016
"hspa1",-0.910903768499999,8.64510950275803,-4.42611341674987,8.10484300355991e-06,0.000324168071905043
