Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C11_FWB_pup_start_2018B_1	C11_FWB_pup_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66712384.0	0.0	100.0	51.0	45.80376542847802	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C11_FWB_pup_start_2018B_2	C11_FWB_pup_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66712384.0	0.0	100.0	51.0	48.25331714655014	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C14_FWB_pup_end_2018B_1	C14_FWB_pup_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	49884890.0	0.0	100.0	53.0	42.59864176044397	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C14_FWB_pup_end_2018B_2	C14_FWB_pup_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	49884890.0	0.0	100.0	53.0	45.94508216035994	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C14_FWB_pup_start_2018B_1	C14_FWB_pup_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25682215.0	0.0	100.0	53.0	38.3617331923148	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C14_FWB_pup_start_2018B_2	C14_FWB_pup_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25682215.0	0.0	100.0	53.0	39.92147066519914	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C15_FWB_pup_start_2018B_1	C15_FWB_pup_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	68180229.0	0.0	100.0	51.0	40.946711118434436	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C15_FWB_pup_start_2018B_2	C15_FWB_pup_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	68180229.0	0.0	100.0	52.0	44.621333349723905	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C16_FWB_pup_start_2018B_1	C16_FWB_pup_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	64380142.0	0.0	100.0	53.0	42.877093175305106	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C16_FWB_pup_start_2018B_2	C16_FWB_pup_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	64380142.0	0.0	100.0	53.0	43.936073038524064	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C17_FWB_pup_end_2018B_1	C17_FWB_pup_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	56531180.0	0.0	100.0	52.0	43.62619795601314	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C17_FWB_pup_end_2018B_2	C17_FWB_pup_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	56531180.0	0.0	100.0	52.0	46.93006031565549	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C17_FWB_pup_start_2018B_1	C17_FWB_pup_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66911137.0	0.0	100.0	53.0	44.782295526039775	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C17_FWB_pup_start_2018B_2	C17_FWB_pup_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66911137.0	0.0	100.0	53.0	48.22443265132087	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C18_FWB_pup_end_2018B_1	C18_FWB_pup_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66924125.0	0.0	100.0	53.0	37.37038120723311	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C18_FWB_pup_end_2018B_2	C18_FWB_pup_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66924125.0	0.0	100.0	53.0	41.34407626871276	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C18_FWB_pup_start_2018B_1	C18_FWB_pup_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	62078917.0	0.0	100.0	52.0	42.15281384284587	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C18_FWB_pup_start_2018B_2	C18_FWB_pup_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	62078917.0	0.0	100.0	53.0	47.147927395519076	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C19_FWB_pup_end_2018B_1	C19_FWB_pup_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16426841.0	0.0	100.0	53.0	49.364312674520896	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C19_FWB_pup_end_2018B_2	C19_FWB_pup_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16426841.0	0.0	100.0	53.0	52.79949054006985	100.0	100	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C19_FWB_pup_start_2018B_1	C19_FWB_pup_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	60654779.0	0.0	100.0	52.0	44.07777450693695	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C19_FWB_pup_start_2018B_2	C19_FWB_pup_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	60654779.0	0.0	100.0	52.0	45.23281291401776	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C1_FWB_pup_end_2018B_1	C1_FWB_pup_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66836626.0	0.0	100.0	52.0	45.67971098752723	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C1_FWB_pup_end_2018B_2	C1_FWB_pup_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66836626.0	0.0	100.0	52.0	48.66199037754257	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C1_FWB_pup_start_2018A_1	C1_FWB_pup_start_2018A_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22814833.0	0.0	100.0	54.0	42.19002256048086	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C1_FWB_pup_start_2018A_2	C1_FWB_pup_start_2018A_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22814833.0	0.0	100.0	54.0	44.18105190204081	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C24_FWB_pup_end_2018B_1	C24_FWB_pup_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43563803.0	0.0	100.0	54.0	37.60096488558462	100.0	100	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C24_FWB_pup_end_2018B_2	C24_FWB_pup_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43563803.0	0.0	100.0	54.0	39.355091640633	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C24_FWB_pup_start_2018B_1	C24_FWB_pup_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66878367.0	0.0	100.0	52.0	39.313452977281266	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C24_FWB_pup_start_2018B_2	C24_FWB_pup_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66878367.0	0.0	100.0	52.0	42.24972170893281	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C5_FWB_pup_end_2018B_1	C5_FWB_pup_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34850497.0	0.0	100.0	54.0	48.136846634189844	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C5_FWB_pup_end_2018B_2	C5_FWB_pup_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34850497.0	0.0	100.0	54.0	45.76192846870135	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C5_FWB_pup_start_2018B_1	C5_FWB_pup_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32171457.0	0.0	100.0	53.0	44.21917198983936	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C5_FWB_pup_start_2018B_2	C5_FWB_pup_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32171457.0	0.0	100.0	53.0	45.29354739259627	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C6_FWB_pup_end_2018B_1	C6_FWB_pup_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66537803.0	0.0	100.0	52.0	43.38236671824065	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C6_FWB_pup_end_2018B_2	C6_FWB_pup_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66537803.0	0.0	100.0	52.0	46.55684964771624	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C6_FWB_pup_start_2018B_1	C6_FWB_pup_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	57258880.0	0.0	100.0	52.0	45.58710724739749	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C6_FWB_pup_start_2018B_2	C6_FWB_pup_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	57258880.0	0.0	100.0	53.0	49.35925559477407	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C7_FWB_pup_end_2018B_1	C7_FWB_pup_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43604218.0	0.0	100.0	52.0	47.66199242785838	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C7_FWB_pup_end_2018B_2	C7_FWB_pup_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43604218.0	0.0	100.0	52.0	51.09949889715588	100.0	100	pass	pass	pass	fail	warn	pass	pass	warn	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C7_FWB_pup_start_2018B_1	C7_FWB_pup_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66437596.0	0.0	100.0	54.0	36.22497764750697	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C7_FWB_pup_start_2018B_2	C7_FWB_pup_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66437596.0	0.0	100.0	54.0	42.28453678572576	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C8_FWB_pup_end_2018B_1	C8_FWB_pup_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40507101.0	0.0	100.0	54.0	36.68286282142005	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C8_FWB_pup_end_2018B_2	C8_FWB_pup_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40507101.0	0.0	100.0	54.0	40.118989732210316	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C8_FWB_pup_start_2018B_1	C8_FWB_pup_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27699577.0	0.0	100.0	53.0	44.54655206698293	100.0	100	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C8_FWB_pup_start_2018B_2	C8_FWB_pup_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27699577.0	0.0	100.0	53.0	46.69325902104313	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C9_FWB_pup_end_2018B_1	C9_FWB_pup_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14656496.0	0.0	100.0	53.0	42.261374023990214	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C9_FWB_pup_end_2018B_2	C9_FWB_pup_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14656496.0	0.0	100.0	53.0	46.01855841838102	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C9_FWB_pup_start_2018B_1	C9_FWB_pup_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24236972.0	0.0	100.0	52.0	49.92856148659533	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | C9_FWB_pup_start_2018B_2	C9_FWB_pup_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24236972.0	0.0	100.0	53.0	51.735620369720735	100.0	100	pass	pass	pass	fail	warn	pass	pass	warn	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F11_FWB_mum_end_2018B_1	F11_FWB_mum_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19962387.0	0.0	100.0	53.0	32.94844403397191	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F11_FWB_mum_end_2018B_2	F11_FWB_mum_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19962387.0	0.0	100.0	53.0	35.006399759105506	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F11_FWB_mum_start_2018B_1	F11_FWB_mum_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66971703.0	0.0	100.0	52.0	44.35727627634915	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F11_FWB_mum_start_2018B_2	F11_FWB_mum_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66971703.0	0.0	100.0	52.0	47.87330830027971	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F14_FWB_mum_end_2018B_1	F14_FWB_mum_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18459068.0	0.0	100.0	55.0	37.56671731241268	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F14_FWB_mum_end_2018B_2	F14_FWB_mum_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18459068.0	0.0	100.0	55.0	47.552277736141214	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F14_FWB_mum_start_2018B_1	F14_FWB_mum_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29540402.0	0.0	100.0	54.0	33.36278421374706	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F14_FWB_mum_start_2018B_2	F14_FWB_mum_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29540402.0	0.0	100.0	54.0	36.22672256586576	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F15_FWB_mum_end_2018B_1	F15_FWB_mum_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20995344.0	0.0	100.0	53.0	47.73209605276019	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F15_FWB_mum_end_2018B_2	F15_FWB_mum_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20995344.0	0.0	100.0	53.0	50.761124028809526	100.0	100	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F15_FWB_mum_start_2018B_1	F15_FWB_mum_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	49278809.0	0.0	100.0	54.0	36.21941319784195	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F15_FWB_mum_start_2018B_2	F15_FWB_mum_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	49278809.0	0.0	100.0	54.0	39.62910668163125	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F16_FWB_mum_end_2018B_1	F16_FWB_mum_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66797585.0	0.0	100.0	53.0	41.274370744801445	100.0	100	pass	pass	pass	fail	fail	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F16_FWB_mum_end_2018B_2	F16_FWB_mum_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66797585.0	0.0	100.0	53.0	44.662203430437756	100.0	100	pass	pass	pass	warn	fail	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F16_FWB_mum_start_2018B_1	F16_FWB_mum_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	55858392.0	0.0	100.0	53.0	38.34084525925589	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F16_FWB_mum_start_2018B_2	F16_FWB_mum_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	55858392.0	0.0	100.0	53.0	41.91079093001224	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F17_FWB_mum_end_2018B_1	F17_FWB_mum_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	49321561.0	0.0	100.0	53.0	43.498388999673	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F17_FWB_mum_end_2018B_2	F17_FWB_mum_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	49321561.0	0.0	100.0	53.0	45.48495570929087	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F17_FWB_mum_start_2018B_1	F17_FWB_mum_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42858493.0	0.0	100.0	52.0	44.98549846080488	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F17_FWB_mum_start_2018B_2	F17_FWB_mum_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42858493.0	0.0	100.0	52.0	48.82968323921853	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F18_FWB_mum_end_2018B_1	F18_FWB_mum_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37811270.0	0.0	100.0	54.0	24.43291029655882	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F18_FWB_mum_end_2018B_2	F18_FWB_mum_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37811270.0	0.0	100.0	54.0	28.258365562496223	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F18_FWB_mum_start_2018B_1	F18_FWB_mum_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	62419221.0	0.0	100.0	53.0	37.537040049734436	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F18_FWB_mum_start_2018B_2	F18_FWB_mum_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	62419221.0	0.0	100.0	53.0	39.73241174620188	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F19_FWB_mum_end_2018B_1	F19_FWB_mum_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32064802.0	0.0	100.0	53.0	41.022685463527154	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F19_FWB_mum_end_2018B_2	F19_FWB_mum_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32064802.0	0.0	100.0	53.0	44.552181277432815	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F19_FWB_mum_start_2018B_1	F19_FWB_mum_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40308761.0	0.0	100.0	54.0	35.621743207257936	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F19_FWB_mum_start_2018B_2	F19_FWB_mum_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40308761.0	0.0	100.0	54.0	36.53113401574361	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F1_FWB_mum_end_2018B_1	F1_FWB_mum_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	45265145.0	0.0	100.0	52.0	47.510187831263025	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F1_FWB_mum_end_2018B_2	F1_FWB_mum_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	45265145.0	0.0	100.0	52.0	51.165347618536885	100.0	100	pass	pass	pass	fail	warn	pass	pass	warn	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F1_FWB_mum_start_2018B_1	F1_FWB_mum_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43204166.0	0.0	100.0	54.0	44.03536417698323	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F1_FWB_mum_start_2018B_2	F1_FWB_mum_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43204166.0	0.0	100.0	54.0	46.39779904508766	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F24_FWB_mum_end_2018B_1	F24_FWB_mum_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	56635068.0	0.0	100.0	54.0	35.33857348273812	100.0	100	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F24_FWB_mum_end_2018B_2	F24_FWB_mum_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	56635068.0	0.0	100.0	54.0	37.55417381077623	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F24_FWB_mum_start_2018B_1	F24_FWB_mum_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8995166.0	0.0	100.0	53.0	23.00120314345105	100.0	100	pass	pass	pass	pass	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F24_FWB_mum_start_2018B_2	F24_FWB_mum_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8995166.0	0.0	100.0	53.0	25.678370785128767	100.0	100	pass	pass	pass	pass	warn	pass	pass	fail	pass	pass
